employmentid,accessemployment,employmentstatus,employmentstartdate,to_timestamp_from_excel,employmentstartdate
7395,No,Employed Part Time,42129,2015-05-05 00:00:00,5/5/2015
7396,No,Employed Full Time,42198,2015-07-13 00:00:00,7/13/2015
7397,Yes,Employed Full Time,42199,2015-07-14 00:00:00,7/14/2015
7398,No,Employed Part Time,42339,2015-12-01 00:00:00,12/1/2015
7399,No,Employed Full Time,41806,2014-06-16 00:00:00,6/16/2014
7400,Yes,Employed Full Time,42085,2015-03-22 00:00:00,3/22/2015
7401,No,Not employed,,,
7402,Yes,Employed Full Time,42302,2015-10-25 00:00:00,10/25/2015
7403,Yes,Employed Full Time,42102,2015-04-08 00:00:00,4/8/2015
7404,Yes,Employed Part Time,42200,2015-07-15 00:00:00,7/15/2015
7405,Yes,Employed Full Time,42447,2016-03-18 00:00:00,3/18/2016
7406,Yes,Not employed,,,
7407,No,Employed Part Time,42095,2015-04-01 00:00:00,4/1/2015
7408,No,Not employed,,,
7409,Yes,Employed Part Time,42240,2015-08-24 00:00:00,8/24/2015
7410,No,Not employed,,,
7411,No,Not employed,,,
7412,Yes,Employed Full Time,42079,2015-03-16 00:00:00,3/16/2015
7413,No,Not employed,,,
7414,Yes,Employed Part Time,42522,2016-06-01 00:00:00,6/1/2016
7415,No,Employed Part Time,41703,2014-03-05 00:00:00,3/5/2014
7416,No,Employed Full Time,42274,2015-09-27 00:00:00,9/27/2015
7417,No,Employed Full Time,42184,2015-06-29 00:00:00,6/29/2015
7418,No,Not employed,,,
7419,Yes,Not employed,,,
7420,No,Employed Full Time,42217,2015-08-01 00:00:00,8/1/2015
7421,Yes,Employed Part Time,41892,2014-09-10 00:00:00,9/10/2014
7422,No,Employed Part Time,42096,2015-04-02 00:00:00,4/2/2015
7423,No,Not employed,,,
7424,Yes,Employed Full Time,41489,2013-08-03 00:00:00,8/3/2013
7425,No,Employed Full Time,42261,2015-09-14 00:00:00,9/14/2015
7426,No,Employed Full Time,42281,2015-10-04 00:00:00,10/4/2015
7427,No,Not employed,,,
7428,Yes,Not employed,,,
7429,Yes,Employed Full Time,42217,2015-08-01 00:00:00,8/1/2015
7430,Yes,Employed Full Time,42446,2016-03-17 00:00:00,3/17/2016
7431,Yes,Employed Full Time,41917,2014-10-05 00:00:00,10/5/2014
7432,No,Employed Part Time,42274,2015-09-27 00:00:00,9/27/2015
7433,No,Not employed,,,
7434,Yes,Employed Part Time,41731,2014-04-02 00:00:00,4/2/2014
7435,Yes,Not employed,,,
7436,No,Employed Full Time,42029,2015-01-25 00:00:00,1/25/2015
7437,Yes,Employed Full Time,42382,2016-01-13 00:00:00,1/13/2016
7438,No,Employed Full Time,42401,2016-02-01 00:00:00,2/1/2016
7439,No,Employed Full Time,42289,2015-10-12 00:00:00,10/12/2015
7440,Yes,Employed Full Time,42457,2016-03-28 00:00:00,3/28/2016
7441,No,Employed Full Time,42296,2015-10-19 00:00:00,10/19/2015
7442,No,Not employed,,,
7443,No,Employed Part Time,42310,2015-11-02 00:00:00,11/2/2015
7444,No,Employed Full Time,42390,2016-01-21 00:00:00,1/21/2016
7445,Yes,Employed Full Time,42436,2016-03-07 00:00:00,3/7/2016
7446,No,Employed Full Time,42408,2016-02-08 00:00:00,2/8/2016
7447,No,Employed Part Time,42248,2015-09-01 00:00:00,9/1/2015
7448,Yes,Not employed,,,
7449,No,Not employed,,,
7450,No,Employed Part Time,42306,2015-10-29 00:00:00,10/29/2015
7451,Yes,Employed Full Time,42339,2015-12-01 00:00:00,12/1/2015
7452,No,Employed Full Time,42219,2015-08-03 00:00:00,8/3/2015
7453,No,Employed Full Time,42422,2016-02-22 00:00:00,2/22/2016
7454,No,Not employed,,,
7455,No,Employed Full Time,38355,2005-01-03 00:00:00,1/3/2005
7456,Yes,Not employed,,,
7457,No,Employed Full Time,42370,2016-01-01 00:00:00,1/1/2016
7458,No,Employed Part Time,42475,2016-04-15 00:00:00,4/15/2016
7459,Yes,Employed Full Time,42332,2015-11-24 00:00:00,11/24/2015
7460,No,Not employed,,,
7461,Yes,Employed Full Time,42521,2016-05-31 00:00:00,5/31/2016
7462,No,Employed Part Time,42249,2015-09-02 00:00:00,9/2/2015
7463,No,Not employed,,,
7464,No,Employed Full Time,42370,2016-01-01 00:00:00,1/1/2016
7465,Yes,Not employed,,,
7466,No,Not employed,,,
7467,No,Employed Full Time,42372,2016-01-03 00:00:00,1/3/2016
7468,No,Employed Full Time,42278,2015-10-01 00:00:00,10/1/2015
7469,No,Not employed,,,
7470,No,Not employed,,,
7471,Yes,Employed Full Time,42162,2015-06-07 00:00:00,6/7/2015
7472,No,Not employed,,,
7473,No,Employed Full Time,42445,2016-03-16 00:00:00,3/16/2016
7474,Yes,Employed Full Time,41827,2014-07-07 00:00:00,7/7/2014
7475,No,Not employed,,,
7476,No,Not employed,,,
7477,Yes,Employed Full Time,42550,2016-06-29 00:00:00,6/29/2016
7478,Yes,Not employed,,,
7479,No,Not employed,,,
7480,Yes,Not employed,,,
7481,Yes,Employed Part Time,42400,2016-01-31 00:00:00,1/31/2016
7482,No,Employed Full Time,42401,2016-02-01 00:00:00,2/1/2016
7483,Yes,Employed Full Time,42485,2016-04-25 00:00:00,4/25/2016
7484,Yes,Employed Full Time,42506,2016-05-16 00:00:00,5/16/2016
7485,Yes,Employed Full Time,42527,2016-06-06 00:00:00,6/6/2016
7486,No,Not employed,,,
7487,No,Employed Part Time,38719,2006-01-02 00:00:00,1/2/2006
7488,Yes,Not employed,,,
7489,Yes,Employed Part Time,42513,2016-05-23 00:00:00,5/23/2016
7490,No,Employed Full Time,42461,2016-04-01 00:00:00,4/1/2016
7491,Yes,Employed Full Time,42508,2016-05-18 00:00:00,5/18/2016
7492,Yes,Employed Full Time,42513,2016-05-23 00:00:00,5/23/2016
7493,No,Not employed,,,
7494,Yes,Not employed,,,
7495,No,Employed Part Time,42231,2015-08-15 00:00:00,8/15/2015
7496,Yes,,,,
7497,Yes,,,,
7498,Yes,,,,
7499,Yes,,,,
7500,Yes,,,,
7501,Yes,Employed Full Time,42269,2015-09-22 00:00:00,9/22/2015
7502,Yes,,,,
7503,Yes,,,,
7504,Yes,,,,
7505,Yes,,,,
7506,Yes,,,,
7507,Yes,,,,
7508,Yes,,,,
7509,Yes,Employed Full Time,42333,2015-11-25 00:00:00,11/25/2015
7510,Yes,,,,
7511,Yes,,,,
7512,Yes,,,,
7513,Yes,,,,
7514,Yes,,,,
7515,Yes,Employed Full Time,42310,2015-11-02 00:00:00,11/2/2015
7516,Yes,,,,
7517,Yes,,,,
7518,Yes,,,,
7519,Yes,,,,
7520,Yes,,,,
7521,Yes,,,,
7522,Yes,Employed Full Time,37988,2004-01-02 00:00:00,1/2/2004
7523,Yes,Not employed,,,
7524,No,Employed Full Time,41143,2012-08-22 00:00:00,8/22/2012
7525,Yes,Employed Part Time,42324,2015-11-16 00:00:00,11/16/2015
7526,No,Not employed,,,
7527,No,Employed Part Time,42272,2015-09-25 00:00:00,9/25/2015
7528,Yes,Employed Part Time,40795,2011-09-09 00:00:00,9/9/2011
7529,No,Not employed,,,
7530,Yes,Employed Full Time,42217,2015-08-01 00:00:00,8/1/2015
7531,Yes,Not employed,,,
7532,Yes,Not employed,,,
7533,Yes,Not employed,,,
7534,Yes,Employed Full Time,42232,2015-08-16 00:00:00,8/16/2015
7535,No,Not employed,,,
7536,Yes,Employed Full Time,41825,2014-07-05 00:00:00,7/5/2014
7537,Yes,Employed Full Time,42366,2015-12-28 00:00:00,12/28/2015
7538,Yes,Employed Part Time,42217,2015-08-01 00:00:00,8/1/2015
7539,Yes,Employed Part Time,42200,2015-07-15 00:00:00,7/15/2015
7540,No,Not employed,,,
7541,Yes,Not employed,,,
7542,Yes,Not employed,,,
7543,No,Not employed,,,
7544,No,Not employed,,,
7545,No,Not employed,,,
7546,Yes,Employed Full Time,42259,2015-09-12 00:00:00,9/12/2015
7547,No,Employed Full Time,42339,2015-12-01 00:00:00,12/1/2015
7548,Yes,Not employed,,,
7549,Yes,Employed Full Time,42162,2015-06-07 00:00:00,6/7/2015
7550,Yes,Not employed,,,
7551,No,Not employed,,,
7552,No,Employed Part Time,42371,2016-01-02 00:00:00,1/2/2016
7553,Yes,Employed Part Time,42171,2015-06-16 00:00:00,6/16/2015
7554,Yes,Employed Full Time,42191,2015-07-06 00:00:00,7/6/2015
7555,Yes,Not employed,,,
7556,Yes,Employed Full Time,41105,2012-07-15 00:00:00,7/15/2012
7557,Yes,Not employed,,,
7558,Yes,Not employed,,,
7559,No,Not employed,,,
7560,No,Not employed,,,
7561,Yes,Not employed,,,
7562,Yes,Not employed,,,
7563,Yes,Employed Full Time,39452,2008-01-05 00:00:00,1/5/2008
7564,No,Not employed,,,
7565,No,Employed Part Time,42137,2015-05-13 00:00:00,5/13/2015
7566,No,Not employed,,,
7567,No,Employed Full Time,42353,2015-12-15 00:00:00,12/15/2015
7568,No,Employed Full Time,42180,2015-06-25 00:00:00,6/25/2015
7569,No,Employed Full Time,42298,2015-10-21 00:00:00,10/21/2015
7570,No,Not employed,,,
7571,Yes,Employed Part Time,42217,2015-08-01 00:00:00,8/1/2015
7572,Yes,Not employed,,,
7573,No,Not employed,,,
7574,Yes,Not employed,,,
7575,Yes,Not employed,,,
7576,No,Employed Full Time,42359,2015-12-21 00:00:00,12/21/2015
7577,No,Not employed,,,
7578,Yes,Not employed,,,
7579,No,Employed Full Time,42384,2016-01-15 00:00:00,1/15/2016
7580,No,Employed Full Time,41988,2014-12-15 00:00:00,12/15/2014
7581,No,Employed Full Time,42146,2015-05-22 00:00:00,5/22/2015
7582,No,Employed Full Time,42135,2015-05-11 00:00:00,5/11/2015
7583,No,Not employed,,,
7584,No,Employed Full Time,42270,2015-09-23 00:00:00,9/23/2015
7585,No,Not employed,,,
7586,No,Employed Full Time,42107,2015-04-13 00:00:00,4/13/2015
7587,No,Not employed,,,
7588,No,Employed Full Time,41988,2014-12-15 00:00:00,12/15/2014
7589,No,Employed Full Time,42270,2015-09-23 00:00:00,9/23/2015
7590,No,Not employed,,,
7591,No,Not employed,,,
7592,No,Employed Full Time,41988,2014-12-15 00:00:00,12/15/2014
7593,No,Employed Full Time,42037,2015-02-02 00:00:00,2/2/2015
7594,No,Employed Full Time,42254,2015-09-07 00:00:00,9/7/2015
7595,No,Employed Full Time,41981,2014-12-08 00:00:00,12/8/2014
7596,No,Employed Full Time,41988,2014-12-15 00:00:00,12/15/2014
7597,Yes,Not employed,,,
7598,No,Employed Full Time,42192,2015-07-07 00:00:00,7/7/2015
7599,No,Not employed,,,
7600,No,Not employed,,,
7601,No,Not employed,,,
7602,No,Employed Full Time,42128,2015-05-04 00:00:00,5/4/2015
7603,No,Employed Full Time,42151,2015-05-27 00:00:00,5/27/2015
7604,No,Employed Full Time,42380,2016-01-11 00:00:00,1/11/2016
7605,No,Employed Full Time,42136,2015-05-12 00:00:00,5/12/2015
7606,No,Not employed,,,
7607,No,Employed Full Time,42240,2015-08-24 00:00:00,8/24/2015
7608,No,Employed Full Time,42260,2015-09-13 00:00:00,9/13/2015
7609,No,Employed Full Time,42128,2015-05-04 00:00:00,5/4/2015
7610,No,Not employed,,,
7611,No,Not employed,,,
7612,No,Employed Full Time,42368,2015-12-30 00:00:00,12/30/2015
7613,No,Employed Full Time,42135,2015-05-11 00:00:00,5/11/2015
7614,No,Employed Full Time,42292,2015-10-15 00:00:00,10/15/2015
7615,No,Not employed,,,
7616,No,Employed Part Time,42408,2016-02-08 00:00:00,2/8/2016
7617,Yes,Not employed,,,
7618,No,Not employed,,,
7619,No,Employed Full Time,42339,2015-12-01 00:00:00,12/1/2015
7620,No,Employed Part Time,42261,2015-09-14 00:00:00,9/14/2015
7621,Yes,Employed Full Time,42317,2015-11-09 00:00:00,11/9/2015
7622,No,Not employed,,,
7623,No,Employed Part Time,42375,2016-01-06 00:00:00,1/6/2016
7624,No,Not employed,,,
7625,No,Not employed,,,
7626,No,Employed Full Time,42374,2016-01-05 00:00:00,1/5/2016
7627,No,Not employed,,,
7628,No,Not employed,,,
7629,No,Employed Full Time,42318,2015-11-10 00:00:00,11/10/2015
7630,No,Employed Full Time,42415,2016-02-15 00:00:00,2/15/2016
7631,No,Not employed,,,
7632,No,Employed Full Time,42248,2015-09-01 00:00:00,9/1/2015
7633,No,Not employed,,,
7634,Yes,Not employed,,,
7635,No,Not employed,,,
7636,Yes,Employed Full Time,42443,2016-03-14 00:00:00,3/14/2016
7637,Yes,Employed Full Time,42341,2015-12-03 00:00:00,12/3/2015
7638,No,Employed Full Time,42340,2015-12-02 00:00:00,12/2/2015
7639,No,Not employed,,,
7640,No,Employed Part Time,42401,2016-02-01 00:00:00,2/1/2016
7641,No,Not employed,,,
7642,Yes,Employed Full Time,42411,2016-02-11 00:00:00,2/11/2016
7643,No,Not employed,,,
7644,Yes,Not employed,,,
7645,No,Not employed,,,
7646,No,Not employed,,,
7647,Yes,Not employed,,,
7648,Yes,Not employed,,,
7649,Yes,Not employed,,,
7650,No,Not employed,,,
7651,No,Not employed,,,
7652,No,Not employed,,,
7653,No,Not employed,,,
7654,Yes,Not employed,,,
7655,No,Not employed,,,
7656,Yes,Employed Part Time,42402,2016-02-02 00:00:00,2/2/2016
7657,Yes,Not employed,,,
7658,No,Not employed,,,
7659,No,Not employed,,,
7660,No,Not employed,,,
7661,No,Not employed,,,
7662,No,Not employed,,,
7663,No,Not employed,,,
7664,No,Not employed,,,
7665,No,Not employed,,,
7666,No,Not employed,,,
7667,No,Not employed,,,
7668,No,Not employed,,,
7669,No,Not employed,,,
7670,No,Not employed,,,
7671,No,Not employed,,,
7672,No,Not employed,,,
7673,Yes,Employed Full Time,42317,2015-11-09 00:00:00,11/9/2015
7674,Yes,,,,
7675,Yes,Employed Full Time,42373,2016-01-04 00:00:00,1/4/2016
7676,,,,,
7677,,,,,
7678,Yes,Employed Full Time,42171,2015-06-16 00:00:00,6/16/2015
7679,Yes,Employed Full Time,42060,2015-02-25 00:00:00,2/25/2015
7680,,,,,
7681,Yes,,,,
7682,Yes,Employed Full Time,42437,2016-03-08 00:00:00,3/8/2016
7683,,,,,
7684,Yes,,,,
7685,Yes,,,,
7686,,Employed Full Time,42370,2016-01-01 00:00:00,1/1/2016
7687,Yes,,,,
7688,,,,,
7689,Yes,,,,
7690,,,,,
7691,,,,,
7692,Yes,,,,
7693,Yes,,,,
7694,,,,,
7695,,,,,
7696,Yes,Employed Full Time,,,
7697,,,,,
7698,,,,,
7699,,,,,
7700,,,,,
7701,,,,,
7702,,,,,
7703,Yes,,,,
7704,,,,,
7705,,,,,
7706,Yes,,,,
7707,,,,,
7708,Yes,,,,
7709,,,,,
7710,,Employed Full Time,42282,2015-10-05 00:00:00,10/5/2015
7711,,,,,
7712,Yes,,,,
7713,Yes,,,,
7714,,,,,
7715,,,,,
7716,,,,,
7717,,,,,
7718,,,,,
7719,Yes,Employed Full Time,42457,2016-03-28 00:00:00,3/28/2016
7720,Yes,Employed Full Time,42464,2016-04-04 00:00:00,4/4/2016
7721,,,,,
7722,,,,,
7723,Yes,,,,
7724,,,,,
7725,,,,,
7726,,Employed Full Time,42130,2015-05-06 00:00:00,5/6/2015
7727,,Employed Full Time,42401,2016-02-01 00:00:00,2/1/2016
7728,,Employed Full Time,40087,2009-10-01 00:00:00,10/1/2009
7729,,,,,
7730,Yes,Employed Full Time,42370,2016-01-01 00:00:00,1/1/2016
7731,,,,,
7732,,,,,
7733,Yes,Not employed,,,
7734,No,Employed Full Time,42155,2015-05-31 00:00:00,5/31/2015
7735,Yes,Employed Full Time,32356,1988-08-01 00:00:00,8/1/1988
7736,No,Employed Part Time,42278,2015-10-01 00:00:00,10/1/2015
7737,Yes,Employed Full Time,42318,2015-11-10 00:00:00,11/10/2015
7738,No,Employed Part Time,42012,2015-01-08 00:00:00,1/8/2015
7739,No,Employed Full Time,42147,2015-05-23 00:00:00,5/23/2015
7740,Yes,Not employed,,,
7741,Yes,Not employed,,,
7742,Yes,Employed Full Time,38930,2006-08-01 00:00:00,8/1/2006
7743,No,Employed Part Time,42309,2015-11-01 00:00:00,11/1/2015
7744,Yes,Not employed,,,
7745,No,Employed Full Time,42302,2015-10-25 00:00:00,10/25/2015
7746,Yes,Employed Full Time,42298,2015-10-21 00:00:00,10/21/2015
7747,Yes,Employed Full Time,42325,2015-11-17 00:00:00,11/17/2015
7748,Yes,Not employed,,,
7749,Yes,Employed Full Time,42333,2015-11-25 00:00:00,11/25/2015
7750,Yes,Not employed,,,
7751,Yes,Employed Full Time,42421,2016-02-21 00:00:00,2/21/2016
7752,Yes,Employed Full Time,42322,2015-11-14 00:00:00,11/14/2015
7753,No,Employed Full Time,41869,2014-08-18 00:00:00,8/18/2014
7754,Yes,Not employed,,,
7755,No,Employed Full Time,42310,2015-11-02 00:00:00,11/2/2015
7756,No,Employed Full Time,42327,2015-11-19 00:00:00,11/19/2015
7757,No,Not employed,,,
7758,Yes,Not employed,,,
7759,No,Employed Part Time,42280,2015-10-03 00:00:00,10/3/2015
7760,Yes,Not employed,,,
7761,No,Employed Full Time,42075,2015-03-12 00:00:00,3/12/2015
7762,Yes,Not employed,,,
7763,Yes,Not employed,,,
7764,No,Not employed,,,
7765,No,Employed Part Time,42240,2015-08-24 00:00:00,8/24/2015
7766,Yes,Not employed,,,
7767,No,Employed Part Time,41669,2014-01-30 00:00:00,1/30/2014
7768,No,Employed Full Time,42398,2016-01-29 00:00:00,1/29/2016
7769,Yes,Employed Part Time,42347,2015-12-09 00:00:00,12/9/2015
7770,Yes,Employed Full Time,42361,2015-12-23 00:00:00,12/23/2015
7771,Yes,Employed Full Time,42401,2016-02-01 00:00:00,2/1/2016
7772,Yes,Employed Full Time,42247,2015-08-31 00:00:00,8/31/2015
7773,Yes,Employed Full Time,42217,2015-08-01 00:00:00,8/1/2015
7774,Yes,Employed Full Time,42260,2015-09-13 00:00:00,9/13/2015
7775,No,Not employed,,,
7776,Yes,Not employed,,,
7777,Yes,Employed Full Time,42217,2015-08-01 00:00:00,8/1/2015
7778,No,Employed Full Time,42190,2015-07-05 00:00:00,7/5/2015
7779,Yes,Not employed,,,
7780,No,Not employed,,,
7781,Yes,Not employed,,,
7782,Yes,Employed Full Time,42352,2015-12-14 00:00:00,12/14/2015
7783,Yes,Employed Full Time,38595,2005-08-31 00:00:00,8/31/2005
7784,Yes,Not employed,,,
7785,Yes,Not employed,,,
7786,Yes,Not employed,,,
7787,No,Employed Full Time,42233,2015-08-17 00:00:00,8/17/2015
7788,Yes,Not employed,,,
7789,Yes,Not employed,,,
7790,Yes,Employed Full Time,41275,2013-01-01 00:00:00,1/1/2013
7791,Yes,Not employed,,,
7792,No,Employed Full Time,40180,2010-01-02 00:00:00,1/2/2010
7793,Yes,Not employed,,,
7794,Yes,Employed Full Time,42170,2015-06-15 00:00:00,6/15/2015
7795,Yes,Employed Part Time,42206,2015-07-21 00:00:00,7/21/2015
7796,Yes,Employed Part Time,42085,2015-03-22 00:00:00,3/22/2015
7797,Yes,Not employed,,,
7798,Yes,Employed Full Time,42331,2015-11-23 00:00:00,11/23/2015
7799,Yes,Not employed,,,
7800,No,Not employed,,,
7801,Yes,Employed Part Time,41910,2014-09-28 00:00:00,9/28/2014
7802,Yes,Not employed,,,
7803,Yes,Not employed,,,
7804,Yes,Employed Full Time,42240,2015-08-24 00:00:00,8/24/2015
7805,No,Not employed,,,
7806,Yes,Employed Full Time,40303,2010-05-05 00:00:00,5/5/2010
7807,No,Not employed,,,
7808,No,Not employed,,,
7809,Yes,Employed Full Time,41852,2014-08-01 00:00:00,8/1/2014
7810,Yes,Not employed,,,
7811,Yes,Not employed,,,
7812,No,Not employed,,,
7813,Yes,Not employed,,,
7814,No,Not employed,,,
7815,No,Employed Part Time,42006,2015-01-02 00:00:00,1/2/2015
7816,Yes,Employed Full Time,42225,2015-08-09 00:00:00,8/9/2015
7817,Yes,Employed Part Time,42270,2015-09-23 00:00:00,9/23/2015
7818,No,Not employed,,,
7819,Yes,Employed Full Time,42215,2015-07-30 00:00:00,7/30/2015
7820,No,Employed Full Time,42251,2015-09-04 00:00:00,9/4/2015
7821,Yes,Employed Full Time,42280,2015-10-03 00:00:00,10/3/2015
7822,Yes,Not employed,,,
7823,Yes,Employed Full Time,42192,2015-07-07 00:00:00,7/7/2015
7824,No,Employed Full Time,39085,2007-01-03 00:00:00,1/3/2007
7825,Yes,Employed Part Time,42184,2015-06-29 00:00:00,6/29/2015
7826,Yes,Employed Full Time,42173,2015-06-18 00:00:00,6/18/2015
7827,Yes,Employed Full Time,41944,2014-11-01 00:00:00,11/1/2014
7828,Yes,Employed Part Time,42064,2015-03-01 00:00:00,3/1/2015
7829,Yes,Employed Full Time,40018,2009-07-24 00:00:00,7/24/2009
7830,Yes,Employed Part Time,42248,2015-09-01 00:00:00,9/1/2015
7831,Yes,Not employed,,,
7832,Yes,Not employed,,,
7833,Yes,Employed Full Time,42239,2015-08-23 00:00:00,8/23/2015
7834,Yes,Employed Part Time,42261,2015-09-14 00:00:00,9/14/2015
7835,No,Not employed,,,
7836,No,Employed Part Time,42431,2016-03-02 00:00:00,3/2/2016
7837,No,Not employed,,,
7838,Yes,Employed Part Time,42048,2015-02-13 00:00:00,2/13/2015
7839,No,Employed Full Time,42415,2016-02-15 00:00:00,2/15/2016
7840,No,Employed Full Time,41892,2014-09-10 00:00:00,9/10/2014
7841,Yes,Not employed,,,
7842,Yes,Not employed,,,
7843,Yes,Employed Full Time,41249,2012-12-06 00:00:00,12/6/2012
7844,Yes,Not employed,,,
7845,No,Employed Part Time,41293,2013-01-19 00:00:00,1/19/2013
7846,No,Not employed,,,
7847,No,Employed Part Time,42258,2015-09-11 00:00:00,9/11/2015
7848,Yes,Employed Full Time,42317,2015-11-09 00:00:00,11/9/2015
7849,Yes,Employed Part Time,42118,2015-04-24 00:00:00,4/24/2015
7850,Yes,Employed Full Time,42267,2015-09-20 00:00:00,9/20/2015
7851,Yes,Employed Full Time,42037,2015-02-02 00:00:00,2/2/2015
7852,Yes,Employed Full Time,42163,2015-06-08 00:00:00,6/8/2015
7853,Yes,Employed Part Time,41770,2014-05-11 00:00:00,5/11/2014
7854,Yes,Not employed,,,
7855,Yes,Not employed,,,
7856,Yes,Not employed,,,
7857,Yes,Not employed,,,
7858,No,Not employed,,,
7859,Yes,Not employed,,,
7860,Yes,Not employed,,,
7861,No,Employed Full Time,42297,2015-10-20 00:00:00,10/20/2015
7862,No,Employed Full Time,41366,2013-04-02 00:00:00,4/2/2013
7863,Yes,Not employed,,,
7864,Yes,Employed Part Time,42353,2015-12-15 00:00:00,12/15/2015
7865,No,Not employed,,,
7866,Yes,Employed Full Time,42368,2015-12-30 00:00:00,12/30/2015
7867,No,Not employed,,,
7868,Yes,Employed Full Time,41752,2014-04-23 00:00:00,4/23/2014
7869,Yes,Not employed,,,
7870,Yes,Employed Part Time,42345,2015-12-07 00:00:00,12/7/2015
7871,Yes,Employed Full Time,41425,2013-05-31 00:00:00,5/31/2013
7872,Yes,Not employed,,,
7873,No,Employed Part Time,42101,2015-04-07 00:00:00,4/7/2015
7874,Yes,Employed Part Time,42340,2015-12-02 00:00:00,12/2/2015
7875,Yes,Not employed,,,
7876,Yes,Not employed,,,
7877,Yes,Employed Full Time,42264,2015-09-17 00:00:00,9/17/2015
7878,Yes,Not employed,,,
7879,Yes,Not employed,,,
7880,No,Not employed,,,
7881,Yes,Employed Full Time,42142,2015-05-18 00:00:00,5/18/2015
7882,Yes,Employed Part Time,41961,2014-11-18 00:00:00,11/18/2014
7883,Yes,Employed Full Time,42272,2015-09-25 00:00:00,9/25/2015
7884,Yes,Employed Full Time,42283,2015-10-06 00:00:00,10/6/2015
7885,No,Not employed,,,
7886,Yes,Not employed,,,
7887,Yes,Not employed,,,
7888,Yes,Employed Full Time,42125,2015-05-01 00:00:00,5/1/2015
7889,No,Employed Full Time,42229,2015-08-13 00:00:00,8/13/2015
7890,Yes,Employed Full Time,42323,2015-11-15 00:00:00,11/15/2015
7891,Yes,Not employed,,,
7892,Yes,Not employed,,,
7893,Yes,Not employed,,,
7894,No,Employed Full Time,42356,2015-12-18 00:00:00,12/18/2015
7895,Yes,Employed Full Time,42052,2015-02-17 00:00:00,2/17/2015
