agency,clientid,quarter,baseline_baseline,dob,dob_cat,gender,race,maritalstatus,highested,housingtype,hhadults,hhchildren,criminalbackground,zipcode,date,accessemployment_baseline,employmentstatus_baseline,employmentstartdate_baseline,employmentretention_baseline,jobtrainingenrolled_baseline,jobtrainingcompleted_baseline,savings_baseline,creditscore_baseline,debt_baseline,wages1_baseline,hours1_baseline,wages2_baseline,hours2_baseline,incomeclient_baseline,incomehh_baseline,publicbenefits_baseline,expenseshh_baseline,accessincome_baseline,accessfinancialcoach_baseline,bundledservices_baseline,fincap_budget_baseline,fincap_goals_baseline,fincap_emergencyfund_baseline,fincap_autodeposit_baseline,fincap_incomeexpenses_baseline,fincap_latefee_baseline,accessincome_alltime,accessemployment_alltime,accessfinancialcoach_alltime,bundledservices_alltime,clientid_checkin,quarter_checkin,accessemployment_checkin,employmentstatus_checkin,employmentstartdate_checkin,employmentretention_checkin,jobtrainingenrolled_checkin,jobtrainingcompleted_checkin,savings_checkin,creditscore_checkin,debt_checkin,wages1_checkin,hours1_checkin,wages2_checkin,hours_checkin,incomeclient_checkin,incomehh_checkin,publicbenefits_checkin,expenseshh_checkin,accessincome_checkin,accessfinancialcoach_checkin,bundledservices_checkin,fincap_budget_checkin,fincap_goals_checkin,fincap_emergencyfund_checkin,fincap_autodeposit_checkin,fincap_incomeexpenses_checkin,fincap_latefee_checkin
JFS,1758925,2017 Q3,t,1978-06-24 00:00:00,1971-1980,Female,Black or African American,Single,,Owns,1,,Unknown,75044,2017-07-01 00:00:00,Yes,Not employed,,,,,1,780,,0.0,,,,133.0,133.0,,1633.0,No,Yes,2,Yes,Very confident,Yes,No,Yes,No,0,1,1,2,1758925,2018 Q4,Yes,Employed Part Time,9/1/2018,,,,,,,17.0,40.0,,,2720.0,2720.0,,,No,,1,,,,,,
JFS,1758984,2017 Q3,t,1996-06-03 00:00:00,1991-2000,Female,Hispanic,Single,"Some college, no degree",,,,Unknown,75080,2017-07-01 00:00:00,Yes,Employed Part Time,2/1/2017,,,,,,,10.0,10.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758985,2017 Q3,t,1960-10-24 00:00:00,1951-1960,Female,Black or African American,Single,Associate Degree,,,,Unknown,75243,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1758989,2017 Q3,t,1975-01-03 00:00:00,1971-1980,Female,White,Unknown,Unknown,,,,Unknown,75025,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759028,2017 Q3,t,1974-06-17 00:00:00,1971-1980,Male,White,Married or Domestic Partnership,,,,,Unknown,76248,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759048,2017 Q3,t,,,Female,White,Unknown,,,1,,Unknown,75254,2017-07-01 00:00:00,,Not employed,,,,,25,,37000,0.0,,,,,671.0,,3340.0,No,Yes,1,No,Not at all confident,Yes,Yes,Yes,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759051,2017 Q4,t,1957-12-07 00:00:00,1951-1960,Female,White,Single,Graduate Degree or above,,,,Unknown,75023,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759060,2017 Q4,t,1966-12-28 00:00:00,1961-1970,Male,Black or African American,Unknown,"HS, GED, or equivalent",,,,Unknown,77630,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,Yes,,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759100,2017 Q3,t,1985-07-25 00:00:00,1981-1990,Female,Black or African American,Single,"HS, GED, or equivalent",,,,Unknown,75228,2017-07-01 00:00:00,Yes,Not employed,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759128,2017 Q3,t,1989-05-18 00:00:00,1981-1990,Female,White,Unknown,Unknown,,,,Unknown,75044,2017-07-01 00:00:00,,Not employed,,,,,,,,0.0,,,,,,,,No,Yes,1,,,,,,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759134,2017 Q4,t,1972-01-24 00:00:00,1971-1980,Male,White,Married or Domestic Partnership,"Some college, no degree",,,,Unknown,75228,2017-10-01 00:00:00,Yes,Employed Full Time,2/1/2013,,,,,,,12.0,30.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759224,2017 Q4,t,1969-03-17 00:00:00,1961-1970,Male,White,Married or Domestic Partnership,,Owns,2,2,Unknown,75035,2017-10-01 00:00:00,Yes,,,,,,5000,,,,,,,,,,7100.0,No,,1,,Very confident,Yes,Yes,Yes,No,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759253,2017 Q3,t,1968-04-12 00:00:00,1961-1970,Male,,Unknown,Unknown,,,,Unknown,75094,2017-07-01 00:00:00,Yes,Employed Part Time,8/1/2017,,,,,,,12.0,20.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759321,2017 Q4,t,1964-05-19 00:00:00,1961-1970,Male,Black or African American,Single,,,,,Unknown,,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,Yes,,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759351,2017 Q4,t,1977-06-06 00:00:00,1971-1980,Female,Asian,Unknown,Unknown,,,,Unknown,75098,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,Yes,,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759353,2017 Q4,t,1958-07-17 00:00:00,1951-1960,Female,White,Divorced,Unknown,,,,Unknown,75214,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,10.0,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759356,2017 Q4,t,1967-04-27 00:00:00,1961-1970,Female,Other,Married or Domestic Partnership,Unknown,,,,Unknown,75243,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759359,2017 Q4,t,1976-03-13 00:00:00,1971-1980,Female,White,Single,Graduate Degree or above,Owns,1,,Unknown,76208,2017-10-01 00:00:00,Yes,,,,,,10000,800,7000,0.0,,,,,,,2824.0,No,Yes,2,No,Somewhat confident,Yes,No,No,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759363,2017 Q3,t,1964-11-19 00:00:00,1961-1970,Female,Black or African American,Divorced,Unknown,,,,Unknown,75243,2017-07-01 00:00:00,Yes,Employed Part Time,5/1/2013,,,,,,,12.0,20.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759412,2017 Q4,t,1976-11-07 00:00:00,1971-1980,Female,Black or African American,Single,"Some college, no degree",Homeless,1,3,Unknown,75243,2017-10-01 00:00:00,Yes,,,,,,1835,,,0.0,,,,,735.0,,,Yes,Yes,3,No,Not at all confident,No,No,No,Yes,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759448,2017 Q4,t,1977-09-13 00:00:00,1971-1980,Female,Black or African American,Single,"Some college, no degree",Rents,1,1,Unknown,75248,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759451,2017 Q4,t,1969-11-05 00:00:00,1961-1970,Female,White,Divorced,,,,,Unknown,75230,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,Yes,,2,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759486,2017 Q4,t,1984-01-10 00:00:00,1981-1990,Male,White,Married or Domestic Partnership,"HS, GED, or equivalent",,,,Unknown,,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759498,2017 Q4,t,1976-08-18 00:00:00,1971-1980,Female,White,Married or Domestic Partnership,,,,,Unknown,75075,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759501,2017 Q4,t,1976-09-10 00:00:00,1971-1980,Female,White,Married or Domestic Partnership,Unknown,,,,Unknown,75093,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,,,,,,,,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759502,2017 Q4,t,1974-04-08 00:00:00,1971-1980,Female,Unknown,Single,Unknown,,,,Unknown,75243,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759513,2017 Q4,t,1967-10-09 00:00:00,1961-1970,Male,Hispanic,Unknown,,Owns,2,3,Unknown,75074,2017-10-01 00:00:00,,,,,,,,,,0.0,0.0,,,11000.0,11000.0,,,No,Yes,1,,,,,,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759514,2017 Q4,t,1995-08-15 00:00:00,1991-2000,Unknown,Unknown,Unknown,Unknown,,,,Unknown,,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,10.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759517,2017 Q4,t,1956-05-04 00:00:00,1951-1960,Female,White,Unknown,Unknown,,,,Unknown,75252,2017-10-01 00:00:00,Yes,Employed Full Time,10/11/2017,,,,,,,31.0,16.0,,,,,,,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759544,2017 Q4,t,1965-11-20 00:00:00,1961-1970,Female,Black or African American,Unknown,"HS, GED, or equivalent",,,,Unknown,75219,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759545,2017 Q4,t,1991-05-20 00:00:00,1991-2000,Female,Black or African American,Single,,,,,Unknown,75224,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,,,,,,,,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759569,2017 Q4,t,1980-08-21 00:00:00,1971-1980,Male,White,Married or Domestic Partnership,"Some college, no degree",,,,Unknown,75075,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759623,2017 Q4,t,1976-10-11 00:00:00,1971-1980,Male,Black or African American,Married or Domestic Partnership,Unknown,,,,Unknown,75240,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759627,2018 Q1,t,1964-01-22 00:00:00,1961-1970,Male,White,Divorced,Less than HS,,,,Unknown,,2018-01-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,No,,1,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759635,2017 Q4,t,1961-03-17 00:00:00,1961-1970,Female,Unknown,Unknown,Unknown,,,,Unknown,75244,2017-10-01 00:00:00,Yes,Employed Full Time,11/1/2017,,,,,,,20.0,40.0,,,3000.0,3000.0,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759655,2017 Q4,t,1954-12-22 00:00:00,1951-1960,Female,White,Single,,,,,Unknown,75244,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759710,2017 Q4,t,1959-03-27 00:00:00,1951-1960,Female,Black or African American,Married or Domestic Partnership,"HS, GED, or equivalent",,,,Unknown,75040,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759741,2017 Q4,t,1967-06-06 00:00:00,1961-1970,Female,White,Divorced,,,,,Unknown,75081,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759747,2017 Q4,t,1959-07-08 00:00:00,1951-1960,Female,White,Divorced,Graduate Degree or above,,,,Unknown,76016,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,No,,1,,,,,,,0,1,0,1,1759747,2018 Q4,Yes,Employed Full Time,1/16/2018,,,,,,,16.0,40.0,,,,,,,No,,1,,,,,,
JFS,1759749,2017 Q4,t,1967-01-19 00:00:00,1961-1970,Female,Black or African American,Divorced,Less than HS,,,,Unknown,75227,2017-10-01 00:00:00,Yes,Employed Full Time,10/24/2017,,,,,,,13.0,9.0,,,,,,,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759752,2017 Q4,t,1954-02-03 00:00:00,1951-1960,Female,White,Married or Domestic Partnership,,,,,Unknown,75252,2017-10-01 00:00:00,Yes,,,,,,,,,,,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759760,2017 Q4,t,1964-11-19 00:00:00,1961-1970,Female,Other,Single,,Rents,1,,Unknown,75044,2017-10-01 00:00:00,Yes,,,,,,3000,745,8500,0.0,,,,,1978.0,,2830.0,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759768,2017 Q4,t,1991-01-03 00:00:00,1991-2000,Male,White,Single,,,,,Unknown,75044,2017-10-01 00:00:00,Yes,Employed Part Time,6/1/2017,,,,,,,8.0,12.0,,,,,,,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759772,2018 Q1,t,1945-12-19 00:00:00,1941-1950,Female,White,Unknown,Unknown,,,,Unknown,75023,2018-01-01 00:00:00,,,,,,,,,,0.0,0.0,,,,,,,No,Yes,1,,,,,,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759773,2017 Q4,t,1970-12-15 00:00:00,1961-1970,Female,White,Single,Associate Degree,,,,Unknown,75007,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759774,2017 Q4,t,1967-05-31 00:00:00,1961-1970,Female,Black or African American,Divorced,,,,,Unknown,75080,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1759778,2017 Q4,t,1961-11-11 00:00:00,1961-1970,Male,White,Married or Domestic Partnership,,,,,Unknown,75081,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1760181,2017 Q4,t,,,Female,Unknown,Unknown,Unknown,,,,Unknown,,2017-10-01 00:00:00,Yes,Employed Part Time,1/1/2016,,,,,,,15.0,30.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1760210,2017 Q4,t,,,Unknown,Unknown,Unknown,Unknown,,,,Unknown,,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1760212,2017 Q4,t,,,Unknown,Unknown,Unknown,Unknown,,,,Unknown,,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1760213,2017 Q4,t,,,Unknown,Unknown,Unknown,Unknown,,,,Unknown,,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1760244,2017 Q4,t,,,Female,Unknown,Unknown,Unknown,,,,Unknown,,2017-10-01 00:00:00,Yes,Employed Full Time,10/1/2017,,,,,,,10.0,40.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1760297,2017 Q4,t,1982-07-21 00:00:00,1981-1990,Female,Black or African American,Married or Domestic Partnership,"Some college, no degree",,,,Unknown,75240,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1760299,2017 Q4,t,1961-10-05 00:00:00,1961-1970,Male,White,Married or Domestic Partnership,"HS, GED, or equivalent",,,,Unknown,75077,2017-10-01 00:00:00,Yes,Employed Full Time,10/2/2017,,,,,,,30.0,40.0,,,,,,,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1760301,2017 Q4,t,1962-12-20 00:00:00,1961-1970,Male,Other,Unknown,Graduate Degree or above,,,,Unknown,76063,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1760892,2018 Q3,t,1990-11-04 00:00:00,1981-1990,Unknown,Asian,Unknown,Unknown,,2,,Unknown,75240,2018-07-01 00:00:00,Yes,Not employed,,,,,3000,750,,0.0,0.0,,,,,,,Yes,Yes,3,Yes,Very confident,No,No,Yes,Yes,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761550,2017 Q4,t,1972-07-20 00:00:00,1971-1980,Male,Hispanic,Unknown,,Rents,,,Unknown,75254,2017-10-01 00:00:00,,,,,,,0,451,,0.0,,,,,,,,No,Yes,1,,,,,,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761607,2017 Q4,t,1984-10-31 00:00:00,1981-1990,Female,Black or African American,Married or Domestic Partnership,Graduate Degree or above,,,,Unknown,75056,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761615,2017 Q4,t,1972-05-27 00:00:00,1971-1980,Male,Asian,Married or Domestic Partnership,"HS, GED, or equivalent",,,,Unknown,75248,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761617,2017 Q4,t,1989-03-30 00:00:00,1981-1990,Female,White,Married or Domestic Partnership,"Some college, no degree",,,,Unknown,75023,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761620,2017 Q4,t,1948-07-04 00:00:00,1941-1950,Female,Hispanic,Widowed,,,,,Unknown,75019,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,,,,,,,,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761630,2017 Q4,t,1964-10-06 00:00:00,1961-1970,Female,Unknown,Unknown,Unknown,,,,Unknown,75087,2017-10-01 00:00:00,,,,,,,,,,0.0,0.0,,,,,,,No,Yes,1,,,,,,,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761633,2017 Q4,t,1965-08-10 00:00:00,1961-1970,Male,White,Divorced,,,,,Unknown,75081,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,No,,1,,,,,,,0,1,0,1,1761633,2018 Q4,Yes,Not employed,,,,,,,,0.0,0.0,,,,,,,No,,1,,,,,,
JFS,1761634,2017 Q4,t,1953-09-18 00:00:00,1951-1960,Female,Hispanic,Single,Less than HS,Lives with Relatives/Friends,5,,Unknown,75081,2017-10-01 00:00:00,Yes,,,,,,0,,,0.0,12.0,,,,450.0,,280.0,Yes,Yes,3,No,Not at all confident,No,No,No,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761650,2017 Q4,t,1954-08-12 00:00:00,1951-1960,Female,Black or African American,Single,,,,,Unknown,75067,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761683,2017 Q4,t,1958-11-26 00:00:00,1951-1960,Female,Black or African American,Married or Domestic Partnership,"HS, GED, or equivalent",,,,Unknown,75231,2017-10-01 00:00:00,Yes,Employed Full Time,1/8/2018,,,,,,,12.0,40.0,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761717,2017 Q4,t,1971-06-16 00:00:00,1971-1980,Female,White,Single,"Some college, no degree",,,,Unknown,75254,2017-10-01 00:00:00,Yes,Employed Part Time,8/1/2017,,,,,,,8.0,20.0,,,,,,,No,,1,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761736,2018 Q1,t,1993-11-10 00:00:00,1991-2000,Female,Unknown,Unknown,Unknown,Lives with Relatives/Friends,3,0,Unknown,75252,2018-01-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,No,Yes,2,No,Somewhat confident,No,No,,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761814,2017 Q4,t,,,Male,Black or African American,Unknown,Unknown,,,,Unknown,,2017-10-01 00:00:00,Yes,Employed Full Time,10/1/2017,,,,,,,16.0,40.0,,,,,,,No,,1,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761815,2017 Q4,t,,,Female,Unknown,Unknown,Unknown,,,,Unknown,75115,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761816,2017 Q4,t,1956-09-11 00:00:00,1951-1960,Male,Black or African American,Single,Unknown,,,,Unknown,75231,2017-10-01 00:00:00,Yes,Employed Part Time,10/16/2017,,,,,,,18.0,35.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761817,2017 Q4,t,,,Male,,Married or Domestic Partnership,,,,,Unknown,75243,2017-10-01 00:00:00,Yes,Employed Part Time,8/21/2017,,,,,,,9.6,40.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761845,2017 Q4,t,1968-11-15 00:00:00,1961-1970,Male,White,Single,,,,,Unknown,75254,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761846,2017 Q4,t,1964-03-31 00:00:00,1961-1970,Male,White,Divorced,"Some college, no degree",,,,Unknown,75044,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761849,2017 Q4,t,1992-09-02 00:00:00,1991-2000,Female,White,Single,,,,,Unknown,75248,2017-10-01 00:00:00,Yes,Employed Part Time,9/15/2016,,,,,,,12.5,40.0,,,1600.0,1600.0,,,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761850,2017 Q4,t,1946-02-14 00:00:00,1941-1950,Male,Black or African American,Single,"Some college, no degree",,,,Unknown,,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761892,2017 Q4,t,1958-02-07 00:00:00,1951-1960,Female,White,Married or Domestic Partnership,,,,,Unknown,75093,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761898,2017 Q4,t,1961-06-13 00:00:00,1961-1970,Male,White,Married or Domestic Partnership,,,,,Unknown,75252,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761988,2017 Q4,t,1968-02-04 00:00:00,1961-1970,Female,White,Single,Graduate Degree or above,,,,Unknown,75024,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1761989,2017 Q4,t,1962-10-18 00:00:00,1961-1970,Female,Asian,Married or Domestic Partnership,,,,,Unknown,75025,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,No,,1,,,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1762033,2017 Q4,t,1966-08-24 00:00:00,1961-1970,Female,White,Widowed,"HS, GED, or equivalent",,,,Unknown,75056,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1762048,2017 Q4,t,1985-10-28 00:00:00,1981-1990,Male,Black or African American,Single,"HS, GED, or equivalent",,,,Unknown,75231,2017-10-01 00:00:00,Yes,Employed Full Time,9/1/2017,,,,,,,8.0,25.0,,,,,,,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFS,1762075,2017 Q4,t,1986-07-10 00:00:00,1981-1990,Male,Asian,Married or Domestic Partnership,,,,,Unknown,75248,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,0.0,,,,,,,No,Yes,2,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
