employmentid,accessemployment,employmentstatus,employmentstartdate,employmentretention,jobtrainingenrolled,jobtrainingcompleted
3890,Yes,Employed Full Time,2016-08-01 00:00:00,,,
3891,Yes,Not employed,,,,
3892,Yes,Not employed,,,,
3893,Yes,Employed Full Time,2015-06-20 00:00:00,,,
3894,Yes,Employed Full Time,2006-08-01 00:00:00,,,
3895,Yes,Employed Part Time,2017-02-04 00:00:00,,Yes,Yes
3896,,Employed Full Time,2016-11-26 00:00:00,,,
3897,,,,,,
3898,Yes,Not employed,,,,
3899,Yes,Not employed,,,,
3900,,Not employed,,,,
3901,Yes,Not employed,,,,
3902,Yes,Employed Full Time,2016-10-24 00:00:00,,,
3903,Yes,Employed Part Time,2017-08-10 00:00:00,,Yes,
3904,Yes,Employed Part Time,2016-10-24 00:00:00,,,
3905,Yes,Not employed,,,,
3906,Yes,Employed Full Time,2017-07-10 00:00:00,,Yes,Yes
3907,Yes,Not employed,,,,
3908,Yes,Not employed,,,,
3909,Yes,Not employed,,,,
3910,Yes,Not employed,,,,
3911,Yes,Not employed,,,,
3912,Yes,Not employed,,,Yes,
3913,Yes,Employed Part Time,2008-03-01 00:00:00,,,
3914,Yes,Employed Part Time,2016-05-01 00:00:00,,,
3915,Yes,Not employed,,,,
3916,Yes,Not employed,,,,
3917,Yes,Not employed,,,,
3918,Yes,Not employed,,,,
3919,Yes,,,,,
3920,Yes,Not employed,,,,
3921,Yes,Employed Part Time,2015-05-01 00:00:00,,,
3922,Yes,Employed Part Time,2013-03-01 00:00:00,,Yes,
3923,Yes,Not employed,,,Yes,
3924,Yes,Employed Full Time,2017-05-21 00:00:00,,Yes,
3925,Yes,Employed Full Time,2012-04-12 00:00:00,,,
3926,Yes,,,,,
3927,Yes,Not employed,,,Yes,Yes
3928,Yes,Not employed,,,Yes,
3929,Yes,Employed Part Time,2013-04-01 00:00:00,,,
3930,Yes,,,,,
3931,Yes,Not employed,,,,
3932,Yes,Not employed,,,,
3933,Yes,Not employed,,,,
3934,Yes,Employed Full Time,2017-07-31 00:00:00,,Yes,
3935,Yes,Not employed,,,Yes,Yes
3936,Yes,Not employed,,,,
3937,Yes,Not employed,,,,
3938,Yes,Employed Full Time,2014-12-01 00:00:00,,,
3939,Yes,Employed Part Time,2010-01-01 00:00:00,,,
3940,,Employed Part Time,2017-05-27 00:00:00,,,
3941,Yes,Employed Part Time,2017-07-25 00:00:00,,Yes,
3942,Yes,,,,Yes,
3943,,,,,,
3944,,,,,,
3945,Yes,Not employed,,,,
3946,Yes,Not employed,,,,
3947,Yes,Not employed,,,,
3948,Yes,Not employed,,,Yes,
3949,Yes,,,,Yes,
3950,Yes,Not employed,,,,
3951,Yes,,,,Yes,
3952,Yes,Employed Part Time,2017-07-02 00:00:00,,,
3953,Yes,,,,,
3954,Yes,,,,,
3955,Yes,Not employed,,,,
3956,,,,,,
3957,Yes,Not employed,,,,
3958,Yes,Employed Full Time,1993-10-01 00:00:00,,Yes,Yes
3959,Yes,,,,,
3960,Yes,Not employed,,,,
3961,Yes,Not employed,,,,
3962,Yes,,,,,
3963,Yes,Not employed,,,Yes,
3964,Yes,,,,,
3965,Yes,Not employed,,,,
3966,Yes,Employed Part Time,2017-08-10 00:00:00,,Yes,
3967,Yes,Employed Part Time,2017-09-07 00:00:00,,Yes,
3968,Yes,Employed Part Time,2013-08-01 00:00:00,,,
3969,Yes,Not employed,,,,
3970,Yes,Employed Part Time,2016-09-09 00:00:00,,,
3971,Yes,Not employed,,,,
3972,Yes,,,,,
3973,Yes,Not employed,,,,
3974,Yes,Not employed,,,Yes,
3975,Yes,Not employed,,,,
3976,,,,,,
3977,Yes,,,,,
3978,Yes,,,,,
3979,Yes,,,,,
3980,Yes,,,,,
3981,Yes,,,,,
3982,Yes,,,,,
3983,Yes,,,,,
3984,Yes,Employed Part Time,2017-04-27 00:00:00,,,
3985,Yes,,,,,
3986,Yes,,,,,
3987,Yes,Not employed,,,,
3988,Yes,,,,Yes,
3989,Yes,Not employed,,,,
3990,Yes,Not employed,,,,
3991,Yes,Not employed,,,,
3992,Yes,Employed Full Time,2017-09-13 00:00:00,,Yes,
3993,Yes,Employed Full Time,2017-08-22 00:00:00,,Yes,
3994,Yes,Employed Part Time,2017-01-31 00:00:00,,Yes,
3995,Yes,Employed Full Time,2017-08-10 00:00:00,,Yes,
3996,Yes,Employed Part Time,2017-08-10 00:00:00,,Yes,
3997,Yes,,,,,
3998,,Employed Full Time,2017-10-16 00:00:00,,,
3999,Yes,,,,,
4000,Yes,,,,,
4001,Yes,Employed Full Time,2015-10-04 00:00:00,,Yes,
4002,Yes,,,,Yes,Yes
4003,Yes,,,,Yes,
4004,Yes,,,,,
4005,,,,,,
4006,Yes,,,,,
4007,Yes,Employed Full Time,2000-08-01 00:00:00,,Yes,
4008,Yes,Employed Part Time,2015-03-25 00:00:00,,Yes,
4009,,Employed Full Time,2017-09-13 00:00:00,,,
4010,Yes,,,,,
4011,Yes,Employed Full Time,1994-08-15 00:00:00,,,
4012,Yes,,,,,
4013,Yes,,,,Yes,
4014,Yes,,,,,
4015,Yes,Employed Part Time,2005-08-01 00:00:00,,Yes,
4016,Yes,Employed Full Time,2017-10-01 00:00:00,,Yes,
4017,Yes,,,,,
4018,Yes,,,,Yes,
4019,Yes,,,,,
4020,Yes,,,,Yes,
4021,Yes,Employed Part Time,2017-09-18 00:00:00,,No,
4022,Yes,,,,,
4023,,,,,,
4024,,Employed Full Time,2017-10-13 00:00:00,,,
4025,Yes,,,,Yes,
4026,Yes,Employed Full Time,2017-08-15 00:00:00,,Yes,
4027,,Employed Full Time,2017-10-18 00:00:00,,,
4028,,,,,,
4029,Yes,,,,,
4030,Yes,Employed Part Time,2016-09-01 00:00:00,,,
4031,Yes,,,,Yes,
4032,,,,,,
4033,,,,,,
4034,Yes,,,,,
4035,Yes,,,,,
4036,Yes,,,,,
4037,Yes,Employed Part Time,2017-11-10 00:00:00,,,
4038,,Employed Full Time,2017-10-30 00:00:00,,,
4039,,Employed Full Time,2017-11-06 00:00:00,,,
4040,Yes,Employed Full Time,2016-03-11 00:00:00,,Yes,
4041,Yes,,,,Yes,
4042,Yes,,,,,
4043,Yes,Employed Part Time,2005-04-16 00:00:00,,,
4044,Yes,Employed Full Time,2016-05-01 00:00:00,,Yes,
4045,Yes,Employed Full Time,2015-06-18 00:00:00,,,
4046,Yes,,,,,
4047,Yes,,,,,
4048,Yes,,,,,
4049,Yes,,,,,
4050,Yes,Employed Part Time,2017-07-31 00:00:00,,Yes,
4051,,,,,,
4052,,,,,,
4053,,,,,,
4054,Yes,,,,,
4055,Yes,Employed Part Time,2017-10-01 00:00:00,,Yes,
4056,,,,,,
4057,,,,,,
4058,,Employed Full Time,2017-10-24 00:00:00,,,
4059,,Employed Full Time,2017-12-01 00:00:00,,,
4060,Yes,Employed Part Time,2017-07-01 00:00:00,,,
4061,Yes,Employed Full Time,2017-10-31 00:00:00,,Yes,Yes
4062,Yes,Employed Full Time,2016-04-25 00:00:00,,,
4063,Yes,,,,,
4064,Yes,Employed Part Time,2017-10-28 00:00:00,,,
4065,Yes,,,,,
4066,Yes,,,,,
4067,Yes,,,,,
4068,,Employed Full Time,2017-11-13 00:00:00,,,
4069,Yes,,,,Yes,
4070,Yes,,,,,
4071,Yes,,,,Yes,
4072,Yes,Employed Part Time,2017-08-01 00:00:00,,,
4073,,,,,,
4074,Yes,Employed Part Time,2009-11-01 00:00:00,,Yes,Yes
4075,Yes,Employed Part Time,2017-11-09 00:00:00,,Yes,
4076,,,,,,
4077,,,,,,
4078,Yes,Employed Full Time,2002-08-01 00:00:00,,Yes,
4079,,,,,,
4080,Yes,,,,Yes,Yes
4081,Yes,,,,,
4082,,Employed Full Time,2007-11-01 00:00:00,,,
4083,Yes,Employed Full Time,2000-04-01 00:00:00,,,
4084,Yes,,,,,
4085,Yes,Employed Part Time,2017-09-01 00:00:00,,,
4086,Yes,,,,Yes,Yes
4087,Yes,Not employed,,,Yes,Yes
4088,Yes,,,,Yes,
4089,Yes,,,,,
4090,Yes,,,,,
4091,Yes,Employed Full Time,2010-10-01 00:00:00,,Yes,Yes
4092,Yes,Not employed,,,,
4093,Yes,,,,Yes,
4094,Yes,Employed Part Time,2017-07-01 00:00:00,,Yes,
4095,Yes,Employed Full Time,2017-10-17 00:00:00,,Yes,
4096,Yes,Employed Full Time,2017-11-20 00:00:00,,Yes,
4097,Yes,Employed Part Time,2015-12-29 00:00:00,,,
4098,Yes,,,,,
4099,,Employed Full Time,2017-12-26 00:00:00,,,
4100,Yes,,,,,
4101,Yes,,,,,
4102,Yes,Employed Full Time,1999-01-04 00:00:00,,Yes,
4103,Yes,Employed Full Time,2013-05-30 00:00:00,,Yes,Yes
4104,Yes,Employed Part Time,2017-12-26 00:00:00,,,
4105,Yes,,,,,
4106,Yes,,,,,
4107,Yes,,,,,
4108,Yes,,,,,
4109,Yes,,,,Yes,
4110,Yes,Employed Part Time,2017-11-24 00:00:00,,,
4111,Yes,Not employed,,,,
4112,Yes,,,,,
4113,Yes,Not employed,,,Yes,Yes
4114,Yes,,,,Yes,
4115,Yes,Employed Part Time,2017-11-10 00:00:00,,,
4116,Yes,,,,Yes,
4117,,Employed Full Time,2018-03-12 00:00:00,,,
4118,Yes,,,,,
4119,Yes,Employed Full Time,2017-10-23 00:00:00,,Yes,Yes
4120,Yes,Employed Full Time,2015-12-29 00:00:00,,Yes,
4121,Yes,,,,Yes,Yes
4122,,,,,,
4123,,Employed Full Time,2018-08-27 00:00:00,,,
4125,Yes,,,,,
4126,Yes,,,,,
4127,Yes,,,,,
4128,Yes,,,,,
4129,Yes,Employed Part Time,2016-09-01 00:00:00,,,
4130,,,,,,
4131,Yes,Not employed,,,Yes,
4132,Yes,Employed Part Time,2018-02-05 00:00:00,,,
4133,Yes,Not employed,,,,
4134,Yes,,,,Yes,
4135,Yes,Not employed,,,,
4136,Yes,Employed Full Time,2017-09-06 00:00:00,,,
4137,Yes,Employed Full Time,2017-07-01 00:00:00,,Yes,
4138,Yes,,,,,
4139,Yes,,,,,
4140,Yes,,,,,
4141,Yes,,,,,
4142,,Employed Part Time,2018-03-26 00:00:00,,,
4143,Yes,Not employed,,,,
4144,Yes,Employed Full Time,1994-08-01 00:00:00,,,
4145,Yes,Not employed,,,Yes,
4146,Yes,Employed Full Time,2001-01-01 00:00:00,,,
4147,Yes,,,,,
4148,Yes,Not employed,,,,
4149,Yes,Employed Part Time,2018-01-01 00:00:00,,,
4150,Yes,Not employed,,,Yes,Yes
4151,Yes,,,,,
4152,Yes,,,,,
4153,Yes,,,,,
4154,,,,,,
4155,Yes,Not employed,,,Yes,
4156,Yes,Not employed,,,,
4157,Yes,Employed Part Time,2018-03-23 00:00:00,,,
4158,Yes,Employed Full Time,2016-09-13 00:00:00,,Yes,
4159,,Not employed,,,,
4160,,Not employed,,,,
4161,Yes,Not employed,,,Yes,Yes
4162,Yes,Not employed,,,,
4163,Yes,Not employed,,,Yes,
4164,Yes,Employed Part Time,2016-08-01 00:00:00,,Yes,Yes
4165,,,,,,
4166,Yes,Employed Full Time,2017-11-15 00:00:00,,,
4167,Yes,Employed Full Time,2017-09-15 00:00:00,,Yes,Yes
4168,Yes,Employed Full Time,2016-03-01 00:00:00,,Yes,Yes
4169,,Not employed,,,,
4170,Yes,Not employed,,,,
4171,Yes,Not employed,,,Yes,
4172,Yes,Employed Full Time,2017-08-21 00:00:00,,,
4173,,Not employed,,,,
4174,Yes,Not employed,,,,
4175,Yes,Not employed,,,,
4176,Yes,Employed Part Time,2012-09-02 00:00:00,,Yes,Yes
4177,Yes,Employed Part Time,2018-04-13 00:00:00,,,
4178,,Not employed,,,,
4179,Yes,Employed Part Time,2010-12-15 00:00:00,,,
4180,Yes,Not employed,,,,
4181,Yes,Not employed,,,,
4182,Yes,Not employed,,,,
4183,,Not employed,,,,
4184,Yes,Not employed,,,Yes,
4185,Yes,Employed Part Time,2018-04-29 00:00:00,,,
4186,,Employed Part Time,2018-05-09 00:00:00,,,
4187,Yes,Not employed,,,,
4188,Yes,Not employed,,,,
4189,Yes,Employed Part Time,2018-03-05 00:00:00,,,
4190,Yes,Not employed,,,,
4191,Yes,Not employed,,,,
4192,Yes,Employed Full Time,2015-06-06 00:00:00,,,
4193,,Employed Part Time,2018-02-14 00:00:00,,,
4194,,Employed Full Time,2018-04-16 00:00:00,,,
4195,Yes,Not employed,,,,
4196,Yes,Not employed,,,Yes,
4197,Yes,Not employed,,,,
4198,Yes,Not employed,,,,
4199,Yes,Not employed,,,,
4200,Yes,Not employed,,,Yes,
4201,Yes,Not employed,,,Yes,
4202,Yes,Employed Full Time,2018-02-15 00:00:00,,Yes,
4203,Yes,Not employed,,,,
4204,Yes,Not employed,,,,
4205,Yes,Employed Part Time,2011-05-01 00:00:00,,,
4206,Yes,Not employed,,,Yes,
4207,Yes,Not employed,,,,
4208,Yes,Not employed,,,,
4209,Yes,Not employed,,,,
4210,Yes,Not employed,,,,
4211,Yes,Employed Full Time,2018-04-12 00:00:00,,Yes,
4212,Yes,Not employed,,,Yes,
4213,Yes,Not employed,,,,
4214,,Not employed,,,,
4215,Yes,Not employed,,,Yes,
4216,Yes,Not employed,,,,
4217,Yes,Not employed,,,,
4218,Yes,Employed Part Time,2015-01-01 00:00:00,,Yes,
4219,Yes,Not employed,,,,
4220,Yes,Employed Full Time,2018-02-16 00:00:00,,Yes,
4221,Yes,Employed Part Time,2018-04-01 00:00:00,,,
4222,Yes,Not employed,,,,
4223,Yes,Employed Part Time,2014-01-01 00:00:00,,,
4224,Yes,Employed Full Time,2018-02-20 00:00:00,,Yes,
4225,Yes,Not employed,,,Yes,
4226,Yes,Employed Part Time,2017-02-15 00:00:00,,Yes,
4227,Yes,Not employed,,,,
4228,Yes,Not employed,,,Yes,Yes
4229,Yes,Employed Part Time,2018-02-28 00:00:00,,Yes,
4230,Yes,Employed Part Time,2018-02-01 00:00:00,,Yes,Yes
4231,Yes,Employed Full Time,2018-05-01 00:00:00,,Yes,Yes
4232,Yes,Employed Part Time,2018-05-28 00:00:00,,,
4233,Yes,Employed Full Time,2012-06-12 00:00:00,,Yes,Yes
4234,,Employed Part Time,2016-11-13 00:00:00,,,
4235,Yes,Employed Full Time,2016-03-01 00:00:00,,,
4236,Yes,Employed Part Time,2014-03-01 00:00:00,,,
4237,Yes,Not employed,,,,
4238,Yes,Not employed,,,,
4239,Yes,Employed Full Time,2018-06-04 00:00:00,,Yes,Yes
4240,Yes,Not employed,,,Yes,Yes
4241,Yes,Employed Full Time,2018-06-12 00:00:00,,Yes,
4242,Yes,Not employed,,,,
4243,Yes,Not employed,,,Yes,
4244,,Employed Full Time,2018-06-12 00:00:00,,,
4245,Yes,Not employed,,,,
4246,Yes,Not employed,,,Yes,
4247,Yes,Not employed,,,Yes,
4248,Yes,Employed Part Time,2018-01-01 00:00:00,,,
4249,Yes,Employed Full Time,2014-01-01 00:00:00,,,
4250,Yes,Not employed,,,,
4251,Yes,Not employed,,,,
4252,Yes,Not employed,,,,
4253,Yes,Not employed,,,,
4254,Yes,Not employed,,,,
4255,,Not employed,,,,
4256,Yes,Not employed,,,Yes,
4257,Yes,Not employed,,,,
4258,Yes,Employed Full Time,2015-01-15 00:00:00,,Yes,
4259,,Employed Part Time,2017-08-10 00:00:00,,,
4260,Yes,Employed Full Time,2018-02-05 00:00:00,,Yes,
4261,Yes,Not employed,,,,
4262,Yes,Not employed,,,,
4263,Yes,Not employed,,,,
4264,Yes,Not employed,,,,
4265,Yes,Not employed,,,,
4266,Yes,Not employed,,,,
4267,Yes,Employed Part Time,2018-06-21 00:00:00,,Yes,
4268,Yes,Employed Part Time,2017-10-26 00:00:00,,,
4269,Yes,Not employed,,,Yes,
4270,Yes,Employed Part Time,2018-07-30 00:00:00,,Yes,
4271,Yes,Employed Full Time,2017-10-03 00:00:00,,Yes,
4272,Yes,Not employed,,,,
4273,Yes,Not employed,,,,
4274,,Not employed,,,,
4275,Yes,Employed Part Time,2018-07-18 00:00:00,,,
4276,Yes,Not employed,,,,
4277,Yes,Not employed,,,,
4278,Yes,Not employed,,,,
4279,Yes,Not employed,,,,
4280,,Employed Full Time,2018-07-24 00:00:00,,,
4281,Yes,Not employed,,,,
4282,,Employed Part Time,2018-08-13 00:00:00,,,
4283,Yes,Not employed,,,,
4284,Yes,Not employed,,,,
4285,Yes,Employed Part Time,2015-08-08 00:00:00,,,
4286,Yes,Not employed,,,Yes,
4287,Yes,Not employed,,,,
4288,Yes,Not employed,,,,
4289,Yes,Not employed,,,Yes,
4290,Yes,Not employed,,,Yes,
4291,Yes,Not employed,,,,
4292,Yes,Not employed,,,,
4293,Yes,Not employed,,,,
4294,Yes,Not employed,,,,
4295,,Employed Full Time,2018-08-18 00:00:00,,,
4296,Yes,Not employed,,,,
4297,Yes,Employed Part Time,2018-05-15 00:00:00,,,
4298,Yes,Not employed,,,,
4299,,Employed Part Time,2018-09-11 00:00:00,,,
4300,Yes,Not employed,,,,
4301,,Not employed,,,,
4302,Yes,Not employed,,,,
4303,Yes,Employed Full Time,2018-08-27 00:00:00,,,
4304,,Not employed,,,,
4305,,Not employed,,,,
4306,Yes,,,,,
4307,Yes,Employed Full Time,2017-12-27 00:00:00,Yes,,
4308,Yes,Employed Full Time,2018-03-05 00:00:00,Yes,,
4309,Yes,,,,,
4310,Yes,Employed Full Time,,,,
4311,Yes,Employed Full Time,2015-07-01 00:00:00,Yes,,
4312,Yes,Employed Full Time,2017-09-01 00:00:00,Yes,,
4313,Yes,,,,,
4314,Yes,Employed Full Time,2015-04-01 00:00:00,Yes,,
4315,Yes,Employed Full Time,2016-05-28 00:00:00,Yes,,
4316,Yes,Employed Full Time,2018-03-12 00:00:00,Yes,,
4317,Yes,,,,,
4318,Yes,Employed Full Time,,,,
4319,Yes,Employed Full Time,2014-05-01 00:00:00,Yes,,
4320,Yes,Employed Full Time,2017-02-14 00:00:00,Yes,,
4321,Yes,Employed Full Time,2017-02-14 00:00:00,Yes,,
4322,Yes,,,,,
4323,Yes,,,,,
4324,Yes,,,No,,
4325,Yes,,,,,
4326,Yes,,,,,
4327,Yes,Employed Part Time,,,,
4328,Yes,Employed Full Time,2015-06-01 00:00:00,Yes,,
4329,Yes,,,,,
4330,Yes,Employed Full Time,,,,
4331,Yes,Employed Full Time,,,,
4332,Yes,Employed Full Time,2015-03-15 00:00:00,Yes,,
4333,Yes,,,,,
4334,Yes,,,No,,
4335,Yes,Employed Full Time,,,,
4336,Yes,Employed Full Time,2014-08-01 00:00:00,Yes,,
4337,Yes,Employed Full Time,2013-02-03 00:00:00,Yes,,
4338,Yes,Employed Full Time,,,,
4339,Yes,Employed Full Time,2016-11-14 00:00:00,Yes,,
4340,Yes,Employed Full Time,2016-04-06 00:00:00,Yes,,
4341,Yes,Employed Full Time,2018-07-09 00:00:00,Yes,,
4342,Yes,Employed Full Time,2016-07-18 00:00:00,Yes,,
4343,Yes,Employed Full Time,2015-04-10 00:00:00,Yes,,
4344,Yes,Employed Full Time,2016-04-08 00:00:00,Yes,,
4345,Yes,Employed Full Time,2015-03-01 00:00:00,Yes,,
4346,Yes,Employed Full Time,2018-04-12 00:00:00,Yes,,
4347,Yes,Employed Full Time,2016-05-25 00:00:00,Yes,,
4348,Yes,Employed Full Time,2016-05-23 00:00:00,Yes,Yes,Yes
4349,Yes,Employed Full Time,2014-10-01 00:00:00,Yes,,
4350,Yes,Not employed,,,,
4351,Yes,Employed Full Time,2018-05-28 00:00:00,Yes,,
4352,Yes,Employed Full Time,2017-05-22 00:00:00,Yes,,
4353,Yes,Employed Full Time,2016-04-27 00:00:00,Yes,Yes,Yes
4354,Yes,Not employed,,,Yes,Yes
4355,Yes,,,No,,
4356,Yes,Employed Full Time,2016-08-01 00:00:00,Yes,,
4357,Yes,,,No,,
4358,Yes,,,,,
4359,Yes,Employed Full Time,2017-04-17 00:00:00,Yes,,
4360,Yes,Not employed,,,,
4361,Yes,,,No,,
4362,Yes,Employed Full Time,2016-05-20 00:00:00,Yes,Yes,Yes
4363,Yes,Employed Full Time,2018-07-23 00:00:00,Yes,,
4364,Yes,,,,,
4365,Yes,,,,,
4366,Yes,Employed Full Time,2017-03-20 00:00:00,Yes,,
4367,Yes,,,,,
4368,Yes,,,,,
4369,Yes,Not employed,,,,
4370,Yes,Employed Full Time,2016-04-29 00:00:00,Yes,,
4371,Yes,Employed Full Time,2018-01-03 00:00:00,Yes,,
4372,Yes,Employed Full Time,2018-01-01 00:00:00,Yes,,
4373,Yes,Employed Full Time,2018-06-01 00:00:00,Yes,,
4374,Yes,Not employed,,,,
4375,Yes,Employed Full Time,2013-01-14 00:00:00,Yes,No,
4376,Yes,Employed Full Time,2015-08-29 00:00:00,Yes,Yes,Yes
4377,Yes,Employed Full Time,2011-01-05 00:00:00,Yes,No,
4378,Yes,Employed Full Time,2018-03-01 00:00:00,Yes,No,
4379,Yes,Not employed,,,Yes,Yes
4380,Yes,Employed Full Time,2015-02-14 00:00:00,Yes,,
4381,Yes,Employed Full Time,2016-07-19 00:00:00,Yes,,
4382,Yes,Employed Full Time,2017-07-31 00:00:00,Yes,,
4383,Yes,Employed Full Time,2017-02-27 00:00:00,Yes,No,
4384,Yes,Not employed,,,,
4385,Yes,Employed Part Time,2015-05-15 00:00:00,,,
4386,Yes,Employed Full Time,2015-09-11 00:00:00,Yes,,
4387,Yes,Employed Full Time,2017-08-01 00:00:00,Yes,,
4388,Yes,Employed Full Time,2015-08-20 00:00:00,Yes,,
4389,Yes,Not employed,,,No,
4390,Yes,Employed Full Time,2016-08-25 00:00:00,Yes,,
4391,Yes,Employed Full Time,2016-08-26 00:00:00,Yes,,
4392,Yes,Employed Full Time,2016-05-09 00:00:00,Yes,,
4393,Yes,Employed Full Time,2016-09-28 00:00:00,Yes,,
4394,Yes,Employed Full Time,2013-10-16 00:00:00,Yes,No,
4395,Yes,Employed Full Time,2016-11-01 00:00:00,Yes,,
5865,Yes,,,,,
4396,Yes,Employed Full Time,2015-09-29 00:00:00,Yes,,
4397,Yes,Employed Full Time,2016-11-01 00:00:00,Yes,,
4398,Yes,Employed Full Time,2014-06-02 00:00:00,Yes,No,
4399,Yes,Employed Full Time,2018-08-19 00:00:00,Yes,No,
4400,Yes,Not employed,,,No,
4401,Yes,,,,,
4402,Yes,Not employed,,,No,
4403,Yes,Employed Full Time,2016-09-29 00:00:00,Yes,,
4404,Yes,Employed Full Time,,,,
4405,Yes,Employed Full Time,1990-01-09 00:00:00,Yes,,
4406,Yes,,1992-03-10 00:00:00,,,
4407,Yes,Employed Full Time,1989-04-03 00:00:00,Yes,,
4408,Yes,Employed Full Time,2015-10-22 00:00:00,Yes,,
4409,Yes,,,,,
4410,Yes,Employed Full Time,2017-10-31 00:00:00,Yes,,
4411,Yes,,,,,
4412,Yes,Employed Full Time,2015-11-09 00:00:00,Yes,,
4413,Yes,Employed Full Time,,,,
4414,Yes,,,,,
4415,Yes,Employed Full Time,2016-02-05 00:00:00,Yes,,
4416,Yes,,,Yes,,
4417,Yes,Employed Full Time,,,,
4418,Yes,Employed Full Time,2017-02-01 00:00:00,Yes,,
4419,Yes,,,,,
4420,Yes,,,,,
4421,Yes,Employed Full Time,,,,
4422,Yes,,,,,
4423,No,Not employed,,No,No,No
4424,No,Not employed,,No,No,No
4425,No,Not employed,,No,No,No
4426,Yes,,,No,No,No
4427,No,Employed Full Time,2016-07-25 00:00:00,No,No,No
4428,No,Employed Full Time,2016-09-26 00:00:00,Yes,No,No
4429,No,Employed Full Time,2016-05-16 00:00:00,No,No,No
4430,Yes,,,No,No,No
4431,Yes,,,No,No,No
4432,Yes,,,No,No,No
4433,Yes,,,No,No,No
4434,Yes,,,No,No,No
4435,Yes,Employed Full Time,2011-12-12 00:00:00,Yes,No,No
4436,No,Employed Full Time,2016-10-18 00:00:00,No,No,No
4437,Yes,Not employed,,No,No,No
4438,No,Employed Full Time,2009-06-02 00:00:00,Yes,No,No
4439,Yes,,,No,No,No
4440,No,,,No,Yes,Yes
4441,No,Employed Full Time,2013-06-01 00:00:00,Yes,No,No
4442,No,Employed Full Time,2017-01-16 00:00:00,Yes,No,No
4443,Yes,Not employed,,No,No,No
4444,No,,,No,No,No
4445,No,Employed Full Time,2017-01-18 00:00:00,No,No,No
4446,No,Employed Full Time,2009-06-02 00:00:00,Yes,No,No
4447,No,Employed Full Time,2007-01-01 00:00:00,Yes,No,No
4448,Yes,,,No,No,No
4449,No,Employed Part Time,2016-08-15 00:00:00,Yes,Yes,Yes
4450,Yes,,,No,No,No
4451,No,Employed Part Time,2016-12-05 00:00:00,Yes,No,No
4452,No,,,No,No,No
4453,No,Employed Part Time,2006-11-01 00:00:00,Yes,No,No
4454,No,Not employed,,No,No,No
4455,Yes,Employed Full Time,2016-11-16 00:00:00,No,No,No
4456,No,Employed Full Time,2018-01-17 00:00:00,Yes,No,No
4457,No,Employed Full Time,2016-04-01 00:00:00,Yes,No,No
4458,No,Employed Full Time,2016-05-20 00:00:00,Yes,No,No
4459,No,Employed Full Time,2013-09-20 00:00:00,Yes,No,No
4460,Yes,Employed Part Time,2017-10-01 00:00:00,No,No,No
4461,Yes,Employed Full Time,2017-02-23 00:00:00,Yes,Yes,No
4462,No,Employed Part Time,2016-01-02 00:00:00,Yes,No,No
4463,Yes,,,No,No,No
4464,Yes,Employed Full Time,2017-04-16 00:00:00,Yes,No,No
4465,No,Employed Full Time,2016-05-01 00:00:00,Yes,,
4466,No,Employed Full Time,2016-07-01 00:00:00,Yes,No,No
4467,Yes,,,No,No,No
4468,Yes,Employed Full Time,2016-07-01 00:00:00,Yes,No,No
4469,No,,,No,No,No
4470,Yes,,,No,No,No
4471,Yes,,,No,No,No
4472,Yes,,,No,No,No
4473,Yes,,,No,No,No
4474,Yes,Employed Full Time,2016-10-01 00:00:00,Yes,No,No
4475,Yes,Employed Full Time,2017-01-16 00:00:00,No,No,No
4476,No,Employed Full Time,2015-08-01 00:00:00,Yes,No,No
4477,Yes,Not employed,,No,No,No
4478,Yes,,,No,No,No
4479,Yes,,,No,No,No
4480,Yes,,,No,No,No
4481,No,Employed Part Time,2018-05-05 00:00:00,Yes,No,No
4482,Yes,Employed Full Time,2016-08-07 00:00:00,Yes,No,No
4483,Yes,Employed Part Time,2017-10-02 00:00:00,Yes,No,No
4484,No,Employed Full Time,2016-04-01 00:00:00,Yes,No,No
4485,No,Not employed,,No,No,No
4486,Yes,Employed Part Time,2009-01-15 00:00:00,Yes,No,No
4487,No,Employed Full Time,2017-10-01 00:00:00,Yes,No,No
4488,Yes,,,No,No,No
4489,No,Employed Part Time,2017-02-15 00:00:00,No,No,No
4490,No,Employed Part Time,2016-09-06 00:00:00,Yes,No,No
4491,No,Employed Full Time,2014-02-01 00:00:00,Yes,No,No
4492,Yes,,,No,No,No
4493,Yes,,,No,No,No
4494,Yes,,,,No,No
4495,Yes,Not employed,,No,No,No
4496,Yes,,,No,No,No
4497,No,Employed Full Time,2014-10-01 00:00:00,Yes,No,No
4498,No,,,No,No,No
4499,No,Employed Full Time,2017-02-24 00:00:00,No,No,No
4500,Yes,Employed Full Time,2017-06-12 00:00:00,No,No,No
4501,No,Employed Full Time,2017-03-24 00:00:00,No,No,No
4502,Yes,,,No,No,No
4503,No,Employed Full Time,2008-04-03 00:00:00,Yes,No,No
4504,No,,,No,No,No
4505,Yes,Employed Part Time,2015-05-01 00:00:00,Yes,No,No
4506,Yes,,,No,No,No
4507,No,,,No,No,No
4508,No,Employed Full Time,2017-03-01 00:00:00,Yes,No,No
4509,No,Employed Full Time,2015-06-11 00:00:00,Yes,No,No
4510,No,Employed Part Time,2013-07-01 00:00:00,Yes,No,No
