empid_varchar,emp_varchar,empid_varchar,emp_emp,empid_varchar,emp_excel,recordid,clientid
9141,,9141,,9141,,9141,1748703
9142,,9142,,9142,,9142,1748742
9143,,9143,,9143,,9143,1748744
9144,,9144,,9144,,9144,1748766
9145,,9145,,9145,,9145,1748896
9146,,9146,,9146,,9146,1749045
9147,,9147,,9147,,9147,1749372
9148,,9148,,9148,,9148,1749384
9149,Employed Full Time,9149,Employed Full Time,9149,Employed Full Time,9149,1749440
9150,,9150,,9150,,9150,1749495
9151,Employed Full Time,9151,Employed Full Time,9151,Employed Full Time,9151,1749499
9152,,9152,,9152,,9152,1749628
9153,,9153,,9153,,9153,1749629
9154,,9154,,9154,,9154,1749663
9155,,9155,,9155,,9155,1750040
9156,Employed Full Time,9156,Employed Full Time,9156,Employed Full Time,9156,1810406
9157,Employed Part Time,9157,Employed Part Time,9157,Employed Part Time,9157,1810965
9158,Employed Full Time,9158,Employed Full Time,9158,Employed Full Time,9158,1811789
9159,Employed Part Time,9159,Employed Part Time,9159,Employed Part Time,9159,1812357
9160,Not employed,9160,Not employed,9160,Not employed,9160,1814818
9161,Employed Full Time,9161,Employed Full Time,9161,Employed Full Time,9161,1815235
9162,Employed Part Time,9162,Employed Part Time,9162,Employed Part Time,9162,1815540
9163,Employed Part Time,9163,Employed Part Time,9163,Employed Part Time,9163,1815572
9164,Employed Part Time,9164,Employed Part Time,9164,Employed Part Time,9164,1815700
9165,Employed Full Time,9165,Employed Full Time,9165,Employed Full Time,9165,1816039
9166,Not employed,9166,Not employed,9166,Not employed,9166,1816494
9167,Employed Full Time,9167,Employed Full Time,9167,Employed Full Time,9167,1817163
9168,Employed Full Time,9168,Employed Full Time,9168,Employed Full Time,9168,1817249
9169,Not employed,9169,Not employed,9169,Not employed,9169,1817317
9170,Not employed,9170,Not employed,9170,Not employed,9170,1817698
9171,Employed Part Time,9171,Employed Part Time,9171,Employed Part Time,9171,1818774
9172,Not employed,9172,Not employed,9172,Not employed,9172,1819773
9173,Employed Part Time,9173,Employed Part Time,9173,Employed Part Time,9173,1819792
9174,Employed Full Time,9174,Employed Full Time,9174,Employed Full Time,9174,1820178
9175,Employed Part Time,9175,Employed Part Time,9175,Employed Part Time,9175,1820428
9176,Not employed,9176,Not employed,9176,Not employed,9176,1821174
9177,Employed Full Time,9177,Employed Full Time,9177,Employed Full Time,9177,1821380
9178,Employed Full Time,9178,Employed Full Time,9178,Employed Full Time,9178,1822113
9179,Not employed,9179,Not employed,9179,Not employed,9179,1823121
9180,Employed Part Time,9180,Employed Part Time,9180,Employed Part Time,9180,1823596
9181,Not employed,9181,Not employed,9181,Not employed,9181,1824071
9182,Employed Full Time,9182,Employed Full Time,9182,Employed Full Time,9182,1824544
9183,Employed Full Time,9183,Employed Full Time,9183,Employed Full Time,9183,1824842
9184,Not employed,9184,Not employed,9184,Not employed,9184,1825381
9185,Not employed,9185,Not employed,9185,Not employed,9185,1825565
9186,Not employed,9186,Not employed,9186,Not employed,9186,1826325
9187,Employed Full Time,9187,Employed Full Time,9187,Employed Full Time,9187,1826968
9188,Employed Full Time,9188,Employed Full Time,9188,Employed Full Time,9188,1827222
9189,Not employed,9189,Not employed,9189,Not employed,9189,1827748
9190,Employed Full Time,9190,Employed Full Time,9190,Employed Full Time,9190,1827826
9191,Not employed,9191,Not employed,9191,Not employed,9191,1827920
9192,Employed Part Time,9192,Employed Part Time,9192,Employed Part Time,9192,1828162
9193,Employed Full Time,9193,Employed Full Time,9193,Employed Full Time,9193,1828166
9194,Employed Full Time,9194,Employed Full Time,9194,Employed Full Time,9194,1828196
9195,Employed Full Time,9195,Employed Full Time,9195,Employed Full Time,9195,1828925
9196,Employed Part Time,9196,Employed Part Time,9196,Employed Part Time,9196,1829134
9197,Employed Full Time,9197,Employed Full Time,9197,Employed Full Time,9197,1829352
9198,Employed Part Time,9198,Employed Part Time,9198,Employed Part Time,9198,1829357
9199,Employed Full Time,9199,Employed Full Time,9199,Employed Full Time,9199,1829465
9200,Employed Part Time,9200,Employed Part Time,9200,Employed Part Time,9200,1829472
9201,Employed Part Time,9201,Employed Part Time,9201,Employed Part Time,9201,1829555
9202,Employed Full Time,9202,Employed Full Time,9202,Employed Full Time,9202,1829586
9203,Employed Full Time,9203,Employed Full Time,9203,Employed Full Time,9203,1829601
9204,Employed Full Time,9204,Employed Full Time,9204,Employed Full Time,9204,1829631
9205,Employed Part Time,9205,Employed Part Time,9205,Employed Part Time,9205,1829706
9206,Employed Full Time,9206,Employed Full Time,9206,Employed Full Time,9206,1829990
9207,Employed Full Time,9207,Employed Full Time,9207,Employed Full Time,9207,1830066
9208,Employed Part Time,9208,Employed Part Time,9208,Employed Part Time,9208,1830197
9209,Employed Full Time,9209,Employed Full Time,9209,Employed Full Time,9209,1830214
9210,Employed Full Time,9210,Employed Full Time,9210,Employed Full Time,9210,1830226
9211,Not employed,9211,Not employed,9211,Not employed,9211,1830348
9212,Employed Full Time,9212,Employed Full Time,9212,Employed Full Time,9212,1830589
9213,Employed Full Time,9213,Employed Full Time,9213,Employed Full Time,9213,1830623
9214,Employed Part Time,9214,Employed Part Time,9214,Employed Part Time,9214,1830647
9215,Employed Full Time,9215,Employed Full Time,9215,Employed Full Time,9215,1830672
9216,Not employed,9216,Not employed,9216,Not employed,9216,1830695
9217,Employed Part Time,9217,Employed Part Time,9217,Employed Part Time,9217,1830712
9218,Not employed,9218,Not employed,9218,Not employed,9218,1830727
9219,Employed Part Time,9219,Employed Part Time,9219,Employed Part Time,9219,1830838
9220,Not employed,9220,Not employed,9220,Not employed,9220,1830847
9221,Not employed,9221,Not employed,9221,Not employed,9221,1830849
9222,Employed Full Time,9222,Employed Full Time,9222,Employed Full Time,9222,1830971
9223,Not employed,9223,Not employed,9223,Not employed,9223,1830999
9224,Employed Part Time,9224,Employed Part Time,9224,Employed Part Time,9224,1831006
9225,Employed Part Time,9225,Employed Part Time,9225,Employed Part Time,9225,1831165
9226,Employed Full Time,9226,Employed Full Time,9226,Employed Full Time,9226,1831412
9227,Employed Full Time,9227,Employed Full Time,9227,Employed Full Time,9227,1831475
9228,Not employed,9228,Not employed,9228,Not employed,9228,1831477
9229,Not employed,9229,Not employed,9229,Not employed,9229,1831483
9230,Employed Full Time,9230,Employed Full Time,9230,Employed Full Time,9230,1831519
9231,Employed Part Time,9231,Employed Part Time,9231,Employed Part Time,9231,1831530
9232,Employed Part Time,9232,Employed Part Time,9232,Employed Part Time,9232,1831613
9233,Not employed,9233,Not employed,9233,Not employed,9233,1831644
9234,Employed Full Time,9234,Employed Full Time,9234,Employed Full Time,9234,1831674
9235,Employed Full Time,9235,Employed Full Time,9235,Employed Full Time,9235,1831678
9236,Employed Full Time,9236,Employed Full Time,9236,Employed Full Time,9236,1831721
9237,Not employed,9237,Not employed,9237,Not employed,9237,1831741
9238,Not employed,9238,Not employed,9238,Not employed,9238,1831807
9239,Employed Full Time,9239,Employed Full Time,9239,Employed Full Time,9239,1831838
9240,Employed Full Time,9240,Employed Full Time,9240,Employed Full Time,9240,1831911
9241,Employed Full Time,9241,Employed Full Time,9241,Employed Full Time,9241,1831916
9242,Employed Part Time,9242,Employed Part Time,9242,Employed Part Time,9242,1831940
9243,Not employed,9243,Not employed,9243,Not employed,9243,1831950
9244,Employed Part Time,9244,Employed Part Time,9244,Employed Part Time,9244,1832043
9245,Not employed,9245,Not employed,9245,Not employed,9245,1832086
9246,Employed Full Time,9246,Employed Full Time,9246,Employed Full Time,9246,1832088
9247,Employed Full Time,9247,Employed Full Time,9247,Employed Full Time,9247,1832089
9248,Employed Full Time,9248,Employed Full Time,9248,Employed Full Time,9248,1832107
9249,Employed Full Time,9249,Employed Full Time,9249,Employed Full Time,9249,1832132
9250,Employed Full Time,9250,Employed Full Time,9250,Employed Full Time,9250,1832137
9251,Employed Full Time,9251,Employed Full Time,9251,Employed Full Time,9251,1832156
9252,Not employed,9252,Not employed,9252,Not employed,9252,1832183
9253,Employed Part Time,9253,Employed Part Time,9253,Employed Part Time,9253,1832184
9254,Employed Full Time,9254,Employed Full Time,9254,Employed Full Time,9254,1832209
9255,Employed Full Time,9255,Employed Full Time,9255,Employed Full Time,9255,1832215
9256,Employed Full Time,9256,Employed Full Time,9256,Employed Full Time,9256,1832268
9257,Employed Part Time,9257,Employed Part Time,9257,Employed Part Time,9257,1832351
9258,Not employed,9258,Not employed,9258,Not employed,9258,1832374
9259,Not employed,9259,Not employed,9259,Not employed,9259,1832387
9260,Employed Part Time,9260,Employed Part Time,9260,Employed Part Time,9260,1832398
9261,Employed Full Time,9261,Employed Full Time,9261,Employed Full Time,9261,1832399
9262,Employed Full Time,9262,Employed Full Time,9262,Employed Full Time,9262,1832403
9263,Employed Full Time,9263,Employed Full Time,9263,Employed Full Time,9263,1832407
9264,Not employed,9264,Not employed,9264,Not employed,9264,1832439
9265,Employed Full Time,9265,Employed Full Time,9265,Employed Full Time,9265,1832497
9266,Not employed,9266,Not employed,9266,Not employed,9266,1832530
9267,Employed Full Time,9267,Employed Full Time,9267,Employed Full Time,9267,1832570
9268,Employed Part Time,9268,Employed Part Time,9268,Employed Part Time,9268,1832637
9269,Employed Full Time,9269,Employed Full Time,9269,Employed Full Time,9269,1832642
9270,Not employed,9270,Not employed,9270,Not employed,9270,1832680
9271,Employed Full Time,9271,Employed Full Time,9271,Employed Full Time,9271,1832698
9272,Employed Part Time,9272,Employed Part Time,9272,Employed Part Time,9272,1832713
9273,Not employed,9273,Not employed,9273,Not employed,9273,1832759
9274,Employed Full Time,9274,Employed Full Time,9274,Employed Full Time,9274,1832837
9275,Not employed,9275,Not employed,9275,Not employed,9275,1832861
9276,Not employed,9276,Not employed,9276,Not employed,9276,1832869
9277,Employed Full Time,9277,Employed Full Time,9277,Employed Full Time,9277,1832937
9278,Employed Full Time,9278,Employed Full Time,9278,Employed Full Time,9278,1832942
9279,Not employed,9279,Not employed,9279,Not employed,9279,1833006
9280,Not employed,9280,Not employed,9280,Not employed,9280,1833044
9281,Employed Full Time,9281,Employed Full Time,9281,Employed Full Time,9281,1833062
9282,Not employed,9282,Not employed,9282,Not employed,9282,1833071
9283,Employed Full Time,9283,Employed Full Time,9283,Employed Full Time,9283,1833073
9284,Employed Full Time,9284,Employed Full Time,9284,Employed Full Time,9284,1833101
9285,Not employed,9285,Not employed,9285,Not employed,9285,1833132
9286,Not employed,9286,Not employed,9286,Not employed,9286,1833162
9287,Employed Full Time,9287,Employed Full Time,9287,Employed Full Time,9287,1833175
9288,Not employed,9288,Not employed,9288,Not employed,9288,1833203
9289,Not employed,9289,Not employed,9289,Not employed,9289,1833218
9290,Not employed,9290,Not employed,9290,Not employed,9290,1833224
9291,Employed Part Time,9291,Employed Part Time,9291,Employed Part Time,9291,1833230
9292,Employed Full Time,9292,Employed Full Time,9292,Employed Full Time,9292,1833243
9293,Employed Full Time,9293,Employed Full Time,9293,Employed Full Time,9293,1833250
9294,Employed Full Time,9294,Employed Full Time,9294,Employed Full Time,9294,1833258
9295,Employed Full Time,9295,Employed Full Time,9295,Employed Full Time,9295,1833296
9296,Not employed,9296,Not employed,9296,Not employed,9296,1833304
9297,Employed Part Time,9297,Employed Part Time,9297,Employed Part Time,9297,1833307
9298,Not employed,9298,Not employed,9298,Not employed,9298,1833324
9299,Employed Part Time,9299,Employed Part Time,9299,Employed Part Time,9299,1833325
9300,Employed Full Time,9300,Employed Full Time,9300,Employed Full Time,9300,1833339
9301,Employed Full Time,9301,Employed Full Time,9301,Employed Full Time,9301,1833505
9302,Employed Full Time,9302,Employed Full Time,9302,Employed Full Time,9302,1833527
9303,Not employed,9303,Not employed,9303,Not employed,9303,1833623
9304,Not employed,9304,Not employed,9304,Not employed,9304,1833854
9305,Not employed,9305,Not employed,9305,Not employed,9305,1912672
9306,Employed Full Time,9306,Employed Full Time,9306,Employed Full Time,9306,1912680
9307,Employed Part Time,9307,Employed Part Time,9307,Employed Part Time,9307,1913854
9308,Employed Part Time,9308,Employed Part Time,9308,Employed Part Time,9308,1914257
9309,Employed Full Time,9309,Employed Full Time,9309,Employed Full Time,9309,1918885
9310,Employed Full Time,9310,Employed Full Time,9310,Employed Full Time,9310,1919401
9311,Employed Part Time,9311,Employed Part Time,9311,Employed Part Time,9311,1920591
9312,Employed Full Time,9312,Employed Full Time,9312,Employed Full Time,9312,1921221
9313,Employed Full Time,9313,Employed Full Time,9313,Employed Full Time,9313,1922228
9314,Employed Full Time,9314,Employed Full Time,9314,Employed Full Time,9314,1923491
9315,,9315,,9315,,9315,1928906
9316,Employed Full Time,9316,Employed Full Time,9316,Employed Full Time,9316,1928917
9317,Employed Full Time,9317,Employed Full Time,9317,Employed Full Time,9317,1929053
9318,Employed Full Time,9318,Employed Full Time,9318,Employed Full Time,9318,1929054
9319,Employed Full Time,9319,Employed Full Time,9319,Employed Full Time,9319,1929473
9320,Employed Part Time,9320,Employed Part Time,9320,Employed Part Time,9320,1929576
9321,Employed Full Time,9321,Employed Full Time,9321,Employed Full Time,9321,1929668
9322,Not employed,9322,Not employed,9322,Not employed,9322,1930540
9323,Employed Part Time,9323,Employed Part Time,9323,Employed Part Time,9323,1930541
9324,Employed Full Time,9324,Employed Full Time,9324,Employed Full Time,9324,1930582
9325,Not employed,9325,Not employed,9325,Not employed,9325,1930849
9326,Employed Full Time,9326,Employed Full Time,9326,Employed Full Time,9326,1931059
9327,Employed Full Time,9327,Employed Full Time,9327,Employed Full Time,9327,1931082
9328,Employed Full Time,9328,Employed Full Time,9328,Employed Full Time,9328,1931193
9329,Employed Full Time,9329,Employed Full Time,9329,Employed Full Time,9329,1931196
9330,Employed Full Time,9330,Employed Full Time,9330,Employed Full Time,9330,1931253
9331,Employed Full Time,9331,Employed Full Time,9331,Employed Full Time,9331,1931434
9332,Not employed,9332,Not employed,9332,Not employed,9332,1931589
9333,Employed Full Time,9333,Employed Full Time,9333,Employed Full Time,9333,1931641
9334,Not employed,9334,Not employed,9334,Not employed,9334,1931886
9335,Not employed,9335,Not employed,9335,Not employed,9335,1931929
9336,Not employed,9336,Not employed,9336,Not employed,9336,1932151
9337,Employed Part Time,9337,Employed Part Time,9337,Employed Part Time,9337,1932182
