AccessEmployment,EmploymentStatus,EmploymentStartDate,EmploymentRetention,JobTrainingEnrolled,JobTrainingCompleted
No,Not employed,,,No,No
No,Employed Full Time,12/15/2014,Yes,No,No
No,Employed Full Time,2/2/2015,Yes,No,No
No,Employed Full Time,9/7/2015,Yes,No,No
No,Employed Full Time,12/8/2014,Yes,No,No
No,Employed Full Time,12/15/2014,Yes,No,No
Yes,Not employed,,,No,No
No,Employed Full Time,7/7/2015,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,5/4/2015,Yes,No,No
No,Employed Full Time,5/27/2015,Yes,No,No
No,Employed Full Time,1/11/2016,Yes,No,No
No,Employed Full Time,5/12/2015,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,8/24/2015,Yes,No,No
No,Employed Full Time,9/13/2015,Yes,No,No
No,Employed Full Time,5/4/2015,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,12/30/2015,Yes,No,No
No,Employed Full Time,5/11/2015,Yes,No,No
No,Employed Full Time,10/15/2015,Yes,No,No
No,Not employed,,,No,No
No,Employed Part Time,2/8/2016,No,No,No
Yes,Not employed,,,No,No
No,Not employed,,,Yes,Yes
No,Employed Full Time,12/1/2015,Yes,No,No
No,Employed Part Time,9/14/2015,Yes,No,No
Yes,Employed Full Time,11/9/2015,Yes,No,No
No,Not employed,,,No,No
No,Employed Part Time,1/6/2016,No,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,1/5/2016,No,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,11/10/2015,Yes,No,No
No,Employed Full Time,2/15/2016,No,No,No
No,Not employed,,,No,No
No,Employed Full Time,9/1/2015,Yes,No,No
No,Not employed,,,No,No
Yes,Not employed,,,No,No
No,Not employed,,,No,No
Yes,Employed Full Time,3/14/2016,No,Yes,Yes
Yes,Employed Full Time,12/3/2015,Yes,No,No
No,Employed Full Time,12/2/2015,Yes,No,No
No,Not employed,,,No,No
No,Employed Part Time,2/1/2016,No,No,No
No,Not employed,,,Yes,No
Yes,Employed Full Time,2/11/2016,No,No,No
No,Not employed,,,No,No
Yes,Not employed,,,No,No
No,Not employed,,,Yes,Yes
No,Not employed,,,No,No
Yes,Not employed,,,Yes,No
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
No,Not employed,,,Yes,Yes
No,Not employed,,,Yes,No
No,Not employed,,,Yes,No
No,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,No
No,Not employed,,,Yes,Yes
Yes,Employed Part Time,2/2/2016,Yes,Yes,No
Yes,Not employed,,,Yes,Yes
No,Not employed,,,Yes,Yes
No,Not employed,,,Yes,Yes
No,Not employed,,,Yes,Yes
No,Not employed,,,Yes,Yes
No,Not employed,,,Yes,No
No,Not employed,,,Yes,No
No,Not employed,,,Yes,No
No,Not employed,,,Yes,No
No,Not employed,,,Yes,Yes
No,Not employed,,,Yes,No
No,Not employed,,,Yes,No
No,Not employed,,,Yes,No
No,Not employed,,,Yes,No
No,Not employed,,,No,No
No,Not employed,,,Yes,Yes
Yes,Employed Full Time,11/9/2015,,,
Yes,,,,,
Yes,Employed Full Time,1/4/2016,,,
,,,,,
,,,,,
Yes,Employed Full Time,6/16/2015,,,
Yes,Employed Full Time,2/25/2015,,,
,,,,,
Yes,,,,,
Yes,Employed Full Time,3/8/2016,,,
,,,,,
Yes,,,,,
Yes,,,,,
,Employed Full Time,1/1/2016,,,
Yes,,,,,
,,,,,
Yes,,,,,
,,,,,
,,,,,
Yes,,,,,
Yes,,,,,
,,,,,
,,,,,
Yes,Employed Full Time,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Yes,,,,,
,,,,,
,,,,,
Yes,,,,,
,,,,,
Yes,,,,,
,,,,,
,Employed Full Time,10/5/2015,,,
,,,,,
Yes,,,,,
Yes,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Yes,Employed Full Time,3/28/2016,,,
Yes,Employed Full Time,4/4/2016,,,
,,,,,
,,,,,
Yes,,,,,
,,,,,
,,,,,
,Employed Full Time,5/6/2015,,,
,Employed Full Time,2/1/2016,,,
,Employed Full Time,10/1/2009,,,
,,,,,
Yes,Employed Full Time,1/1/2016,,,
,,,,,
,,,,,
Yes,Not employed,,No,No,No
No,Employed Full Time,5/31/2015,Yes,No,No
Yes,Employed Full Time,8/1/1988,Yes,No,No
No,Employed Part Time,10/1/2015,Yes,No,No
Yes,Employed Full Time,11/10/2015,No,No,No
No,Employed Part Time,1/8/2015,Yes,No,No
No,Employed Full Time,5/23/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,8/1/2006,Yes,No,No
No,Employed Part Time,11/1/2015,No,No,No
Yes,Not employed,,No,No,No
No,Employed Full Time,10/25/2015,No,No,No
Yes,Employed Full Time,10/21/2015,No,No,No
Yes,Employed Full Time,11/17/2015,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,11/25/2015,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,2/21/2016,No,No,No
Yes,Employed Full Time,11/14/2015,No,No,No
No,Employed Full Time,8/18/2014,Yes,No,No
Yes,Not employed,,No,No,No
No,Employed Full Time,11/2/2015,No,No,No
No,Employed Full Time,11/19/2015,No,No,No
No,Not employed,,No,No,No
Yes,Not employed,,No,No,No
No,Employed Part Time,10/3/2015,No,No,No
Yes,Not employed,,No,No,No
No,Employed Full Time,3/12/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
No,Not employed,,No,No,No
No,Employed Part Time,8/24/2015,Yes,No,No
Yes,Not employed,,No,Yes,Yes
No,Employed Part Time,1/30/2014,Yes,No,No
No,Employed Full Time,1/29/2016,No,No,No
Yes,Employed Part Time,12/9/2015,No,No,No
Yes,Employed Full Time,12/23/2015,No,No,No
Yes,Employed Full Time,2/1/2016,No,No,No
Yes,Employed Full Time,8/31/2015,Yes,Yes,Yes
Yes,Employed Full Time,8/1/2015,Yes,No,No
Yes,Employed Full Time,9/13/2015,Yes,No,No
No,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,8/1/2015,Yes,No,No
No,Employed Full Time,7/5/2015,Yes,No,No
Yes,Not employed,,No,No,No
No,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,12/14/2015,No,No,No
Yes,Employed Full Time,8/31/2005,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
No,Employed Full Time,8/17/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,1/1/2013,Yes,No,No
Yes,Not employed,,No,No,No
No,Employed Full Time,1/2/2010,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,6/15/2015,Yes,Yes,Yes
Yes,Employed Part Time,7/21/2015,Yes,No,No
Yes,Employed Part Time,3/22/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,11/23/2015,No,No,No
Yes,Not employed,,No,No,No
No,Not employed,,No,No,No
Yes,Employed Part Time,9/28/2014,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,8/24/2015,Yes,No,No
No,Not employed,,No,No,No
Yes,Employed Full Time,5/5/2010,Yes,No,No
No,Not employed,,No,No,No
No,Not employed,,No,No,No
Yes,Employed Full Time,8/1/2014,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
No,Not employed,,No,No,No
Yes,Not employed,,No,No,No
No,Not employed,,No,No,No
No,Employed Part Time,1/2/2015,Yes,No,No
Yes,Employed Full Time,8/9/2015,Yes,No,No
Yes,Employed Part Time,9/23/2015,Yes,No,No
No,Not employed,,No,No,No
Yes,Employed Full Time,7/30/2015,Yes,No,No
No,Employed Full Time,9/4/2015,Yes,No,No
Yes,Employed Full Time,10/3/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,7/7/2015,Yes,No,No
No,Employed Full Time,1/3/2007,Yes,No,No
Yes,Employed Part Time,6/29/2015,Yes,No,No
Yes,Employed Full Time,6/18/2015,Yes,No,No
Yes,Employed Full Time,11/1/2014,Yes,No,No
Yes,Employed Part Time,3/1/2015,Yes,No,No
Yes,Employed Full Time,7/24/2009,Yes,No,No
Yes,Employed Part Time,9/1/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,8/23/2015,Yes,No,No
Yes,Employed Part Time,9/14/2015,Yes,No,No
No,Not employed,,No,No,No
No,Employed Part Time,3/2/2016,No,No,No
No,Not employed,,No,No,No
Yes,Employed Part Time,2/13/2015,Yes,No,No
No,Employed Full Time,2/15/2016,No,Yes,No
No,Employed Full Time,9/10/2014,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,12/6/2012,Yes,No,No
Yes,Not employed,,No,No,No
No,Employed Part Time,1/19/2013,Yes,No,No
No,Not employed,,No,No,No
No,Employed Part Time,9/11/2015,Yes,No,No
Yes,Employed Full Time,11/9/2015,Yes,No,No
Yes,Employed Part Time,4/24/2015,Yes,No,No
Yes,Employed Full Time,9/20/2015,Yes,No,No
Yes,Employed Full Time,2/2/2015,Yes,No,No
Yes,Employed Full Time,6/8/2015,Yes,No,No
Yes,Employed Part Time,5/11/2014,Yes,Yes,Yes
Yes,Not employed,,No,Yes,Yes
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
No,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
No,Employed Full Time,10/20/2015,No,No,No
No,Employed Full Time,4/2/2013,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,12/15/2015,No,No,No
No,Not employed,,No,No,No
Yes,Employed Full Time,12/30/2015,No,No,No
No,Not employed,,No,No,No
Yes,Employed Full Time,4/23/2014,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,12/7/2015,No,No,No
Yes,Employed Full Time,5/31/2013,Yes,No,No
Yes,Not employed,,No,No,No
No,Employed Part Time,4/7/2015,Yes,No,No
Yes,Employed Part Time,12/2/2015,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,9/17/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,Yes,Yes
No,Not employed,,No,No,No
Yes,Employed Full Time,5/18/2015,Yes,No,No
Yes,Employed Part Time,11/18/2014,Yes,No,No
Yes,Employed Full Time,9/25/2015,Yes,No,No
Yes,Employed Full Time,10/6/2015,Yes,No,No
No,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,5/1/2015,Yes,No,No
No,Employed Full Time,8/13/2015,Yes,No,No
Yes,Employed Full Time,11/15/2015,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
No,Employed Full Time,12/18/2015,No,No,No
Yes,Employed Full Time,2/17/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,8/29/2014,Yes,No,No
Yes,Employed Full Time,2/1/2015,Yes,No,No
Yes,Employed Part Time,12/15/2014,Yes,No,No
Yes,Employed Part Time,5/1/2014,Yes,No,No
No,Not employed,,No,No,No
Yes,Employed Part Time,9/4/2010,Yes,No,No
Yes,Employed Full Time,7/13/2014,Yes,Yes,No
No,Employed Full Time,10/22/2014,Yes,No,No
Yes,Employed Full Time,10/26/2015,No,No,No
Yes,Employed Full Time,10/20/2014,Yes,No,No
Yes,Employed Full Time,8/1/2015,Yes,No,No
Yes,Employed Part Time,5/1/2014,Yes,Yes,Yes
Yes,Employed Part Time,10/27/2015,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,12/13/2015,No,No,No
No,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,7/1/2015,Yes,Yes,Yes
Yes,Not employed,,No,No,No
Yes,Employed Part Time,12/4/2014,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,8/17/2015,Yes,No,No
Yes,Employed Full Time,3/1/2015,Yes,No,No
Yes,Employed Full Time,5/1/2013,Yes,No,No
No,Employed Part Time,5/5/2015,Yes,No,No
Yes,Not employed,,No,No,No
No,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,1/5/2015,Yes,Yes,Yes
Yes,Employed Full Time,7/14/2015,Yes,Yes,Yes
No,Not employed,,No,No,No
Yes,Employed Full Time,7/13/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,Yes,Yes
Yes,Not employed,,No,No,No
No,Not employed,,No,No,No
Yes,Employed Full Time,7/14/2015,Yes,No,No
Yes,Employed Part Time,12/6/2013,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,11/12/2015,No,No,No
No,Not employed,,No,No,No
Yes,Employed Full Time,7/29/2015,Yes,No,No
Yes,Employed Full Time,6/10/2015,Yes,No,No
No,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,6/3/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,4/15/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,1/2/2015,Yes,No,No
Yes,Employed Full Time,4/14/2015,Yes,Yes,Yes
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
No,Employed Part Time,6/2/2015,Yes,No,No
Yes,Employed Part Time,2/17/2015,Yes,No,No
Yes,Employed Part Time,12/1/2015,No,No,No
No,Employed Full Time,6/16/2014,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,3/22/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
No,Employed Full Time,1/11/2015,Yes,No,No
Yes,Employed Part Time,8/1/2015,Yes,No,No
Yes,Not employed,,No,No,No
No,Employed Part Time,3/18/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,2/14/2015,Yes,No,No
Yes,Employed Full Time,7/16/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
No,Employed Full Time,3/15/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,10/26/2015,No,No,No
Yes,Not employed,,No,No,No
No,Employed Full Time,1/17/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,3/16/2015,Yes,No,No
No,Not employed,,No,No,No
Yes,Employed Full Time,10/25/2015,No,Yes,Yes
No,Employed Full Time,3/13/2015,Yes,No,No
No,Not employed,,No,No,No
No,Employed Full Time,2/8/2015,Yes,No,No
No,Employed Part Time,9/3/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,4/17/2011,Yes,No,No
No,Not employed,,No,No,No
Yes,Employed Full Time,4/8/2015,Yes,Yes,No
Yes,Employed Part Time,10/10/2015,Yes,No,No
Yes,Employed Part Time,7/15/2015,Yes,No,No
Yes,Not employed,,No,No,No
No,Employed Full Time,2/1/2015,Yes,No,No
Yes,Employed Full Time,3/1/2016,No,No,No
Yes,Employed Part Time,6/17/2015,Yes,Yes,Yes
Yes,Employed Full Time,6/6/2015,Yes,No,No
No,Employed Full Time,2/21/2015,Yes,No,No
Yes,Not employed,,No,No,No
No,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,2/1/2015,Yes,No,No
No,Employed Part Time,4/1/2015,Yes,No,No
No,Not employed,,No,Yes,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
No,Employed Full Time,1/31/2014,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,Yes,Yes
Yes,Not employed,,No,No,No
No,Employed Full Time,3/23/2015,Yes,No,No
Yes,Employed Part Time,5/4/2015,Yes,Yes,Yes
Yes,Not employed,,No,No,No
Yes,Employed Full Time,12/7/2015,No,Yes,Yes
No,Not employed,,No,No,No
Yes,Not employed,,No,No,No
No,Employed Full Time,3/1/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
No,Employed Full Time,1/18/2015,Yes,No,No
Yes,Employed Part Time,8/24/2015,Yes,No,No
No,Not employed,,No,No,No
Yes,Employed Full Time,3/9/2016,No,Yes,Yes
No,Not employed,,No,No,No
Yes,Employed Full Time,8/6/2015,Yes,No,No
No,Employed Full Time,3/1/2015,Yes,No,No
No,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,3/16/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,5/29/2015,Yes,No,No
Yes,Employed Full Time,10/19/2015,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,1/5/2014,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,6/18/2015,Yes,Yes,Yes
Yes,Employed Full Time,6/1/2014,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,6/1/2015,Yes,No,No
Yes,Employed Part Time,10/1/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,6/12/2015,Yes,No,No
No,Employed Full Time,5/11/2015,Yes,No,No
Yes,Employed Full Time,1/12/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,7/1/2015,Yes,No,No
No,Employed Full Time,5/15/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,6/1/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
No,Not employed,,No,No,No
Yes,Employed Part Time,6/29/2015,Yes,No,No
No,Employed Full Time,6/29/2015,Yes,No,No
Yes,Not employed,,No,No,No
No,Employed Full Time,3/20/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,9/8/2015,Yes,No,No
Yes,Employed Part Time,7/30/2015,Yes,No,No
No,Not employed,,No,No,No
No,Employed Full Time,8/1/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,9/10/2014,Yes,No,No
Yes,Employed Full Time,7/13/2015,Yes,No,No
Yes,Employed Full Time,7/13/2012,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,7/20/2014,Yes,No,No
Yes,Not employed,,No,No,No
No,Employed Full Time,4/2/2015,Yes,No,No
Yes,Not employed,,No,No,No
No,Not employed,,No,No,No
No,Employed Full Time,10/26/2015,No,No,No
Yes,Not employed,,No,No,No
No,Employed Full Time,7/1/2015,Yes,No,No
Yes,Employed Full Time,9/1/2015,Yes,No,No
No,Employed Part Time,7/30/2015,Yes,No,No
Yes,Employed Part Time,6/22/2015,Yes,No,No
Yes,Employed Full Time,5/30/2015,Yes,No,No
Yes,Employed Full Time,8/21/2015,Yes,No,No
No,Employed Part Time,1/11/2015,Yes,No,No
Yes,Employed Full Time,5/14/2015,Yes,No,No
Yes,Employed Full Time,8/1/2011,Yes,No,No
Yes,Not employed,,No,No,No
No,Employed Full Time,7/5/2015,Yes,Yes,No
Yes,Employed Full Time,8/3/2013,Yes,No,No
Yes,Not employed,,No,No,No
3,Employed Full Time,8/1/2015,Yes,No,No
No,Employed Part Time,9/1/2014,Yes,No,No
Yes,Not employed,,No,No,No
No,Not employed,,No,No,No
Yes,Employed Part Time,3/1/2015,Yes,No,No
Yes,Employed Part Time,10/4/2015,Yes,No,No
No,Not employed,,No,No,No
Yes,Employed Full Time,7/4/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,8/3/2015,Yes,No,No
Yes,Employed Full Time,7/31/2015,Yes,No,No
No,Employed Full Time,7/9/2015,Yes,No,No
Yes,Employed Full Time,5/13/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,7/27/2015,Yes,No,No
Yes,Employed Part Time,7/17/2015,Yes,No,No
No,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,10/5/2014,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,9/1/2015,Yes,No,No
Yes,Employed Full Time,2/1/2016,No,Yes,Yes
Yes,Employed Full Time,8/1/2013,Yes,No,No
No,Not employed,,No,No,No
No,Employed Part Time,9/27/2015,Yes,No,No
No,Employed Full Time,1/5/2004,Yes,No,No
No,Not employed,,No,No,No
No,Employed Full Time,9/28/2015,Yes,No,No
Yes,Employed Full Time,12/1/2015,No,No,No
Yes,Employed Part Time,8/2/2015,Yes,No,No
Yes,Employed Full Time,8/17/2015,Yes,No,No
No,Not employed,,No,No,No
No,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,9/8/2004,Yes,No,No
No,Employed Full Time,6/1/2011,Yes,No,No
Yes,Employed Part Time,7/10/2015,Yes,No,No
Yes,Employed Part Time,4/2/2014,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,9/26/2014,Yes,No,No
Yes,Employed Full Time,9/16/2015,Yes,No,No
Yes,Employed Part Time,6/1/2015,Yes,No,No
Yes,Employed Full Time,7/14/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,1/25/2015,Yes,No,No
No,Employed Part Time,9/15/2011,Yes,No,No
No,Employed Full Time,2/20/2015,Yes,No,No
No,Employed Full Time,1/2/1994,Yes,No,No
Yes,Employed Full Time,9/22/2015,Yes,No,No
No,Not employed,,No,No,No
No,Employed Full Time,10/12/2015,No,No,No
Yes,Employed Full Time,10/1/2015,No,No,No
Yes,Employed Full Time,9/20/2014,Yes,Yes,No
No,Employed Part Time,1/24/2015,Yes,No,No
Yes,Not employed,,No,No,No
No,Employed Full Time,8/21/2015,Yes,No,No
Yes,Employed Part Time,4/7/2015,Yes,Yes,No
Yes,Employed Full Time,10/19/2015,No,No,No
Yes,Not employed,,No,No,No
No,Employed Full Time,8/10/2015,Yes,No,No
Yes,Employed Part Time,9/30/2015,Yes,Yes,No
Yes,Employed Part Time,12/15/2015,No,No,No
No,Not employed,,No,No,No
No,Not employed,,No,No,No
No,Not employed,,No,No,No
Yes,Employed Full Time,9/28/2010,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,11/16/2015,No,No,No
No,Not employed,,No,No,No
Yes,Employed Full Time,1/21/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,Yes,No
Yes,Employed Full Time,1/1/2009,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,9/19/2015,Yes,No,No
Yes,Employed Full Time,7/31/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,11/30/2015,No,No,No
Yes,Employed Full Time,10/6/2015,Yes,No,No
Yes,Not employed,9/25/2015,Yes,No,No
Yes,Employed Part Time,9/1/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,10/27/2011,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,10/29/2015,No,No,No
Yes,Employed Full Time,3/2/2015,Yes,No,No
Yes,Employed Full Time,3/1/2014,Yes,No,No
Yes,Employed Full Time,10/20/2015,No,No,No
Yes,Employed Full Time,8/3/2015,Yes,No,No
Yes,Employed Full Time,11/30/2015,No,No,No
No,Employed Full Time,2/22/2016,No,No,No
Yes,Employed Full Time,10/9/2015,Yes,No,No
Yes,Employed Full Time,6/19/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,4/5/2015,Yes,No,No
Yes,Employed Full Time,11/23/2015,No,No,No
Yes,Employed Full Time,6/6/2014,Yes,No,No
Yes,Employed Full Time,1/27/2015,Yes,No,No
Yes,Employed Full Time,1/3/2005,Yes,No,No
Yes,Employed Part Time,1/4/2014,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,11/4/2015,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,Yes,Yes
Yes,Not employed,,No,No,No
Yes,Employed Full Time,1/5/2007,Yes,No,No
Yes,Employed Part Time,11/8/2015,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,9/1/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,11/24/2015,No,No,No
Yes,Employed Full Time,9/1/2013,Yes,Yes,Yes
No,Employed Full Time,10/21/2015,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,11/1/2015,No,No,No
Yes,Employed Full Time,10/18/2015,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,11/1/2015,No,No,No
Yes,Employed Part Time,9/2/2015,Yes,No,No
Yes,Employed Part Time,12/11/2015,No,No,No
Yes,Employed Full Time,12/14/2015,No,No,No
Yes,Employed Full Time,9/30/2014,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,1/29/2016,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,10/1/2015,No,No,No
Yes,Employed Full Time,12/9/2015,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,9/24/2008,Yes,No,No
Yes,,,,Yes,Yes
Yes,Employed Full Time,3/21/2016,,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,Yes,Yes
Yes,,,,Yes,
Yes,,,,Yes,Yes
Yes,Employed Full Time,12/4/2015,Yes,Yes,Yes
Yes,Employed Full Time,9/22/2015,Yes,Yes,Yes
