,AccessEmployment,EmploymentStatus,EmploymentStartDate,EmploymentRetention,JobTrainingEnrolled,JobTrainingCompleted
6551,Yes,Employed Full Time,11/6/2015,,No,No
6552,Yes,Employed Full Time,12/1/2016,,No,No
6553,Yes,Employed Part Time,12/10/2016,,No,No
6554,Yes,Employed Part Time,7/1/2016,,No,No
6555,Yes,Employed Full Time,11/1/2015,,No,No
6556,Yes,Employed Full Time,10/1/2016,,No,No
6557,Yes,Employed Part Time,12/20/2015,,No,No
6558,Yes,Employed Part Time,1/12/2017,,No,No
6559,Yes,Employed Part Time,1/16/2017,,No,No
6560,Yes,,,,No,No
6561,Yes,Employed Part Time,11/10/2016,,No,No
6562,Yes,Employed Full Time,3/2/2016,,No,No
6563,Yes,Employed Part Time,11/16/2016,,No,No
6564,Yes,Employed Part Time,7/22/2015,,No,No
6565,Yes,Employed Part Time,2/18/2017,Yes,No,No
6566,Yes,Employed Full Time,12/1/2016,Yes,No,No
6567,Yes,Employed Full Time,10/1/2016,Yes,No,No
6568,Yes,,,No,No,No
6569,Yes,,,No,No,No
6570,Yes,,,No,No,No
6571,Yes,Employed Full Time,3/22/2017,Yes,No,No
6572,Yes,Employed Full Time,2/1/2017,Yes,No,No
6573,Yes,Employed Part Time,4/4/2017,Yes,No,No
6574,Yes,Employed Full Time,5/1/2017,Yes,No,No
6575,Yes,,,No,No,No
6576,Yes,,,No,No,No
6577,Yes,Employed Full Time,9/18/2016,Yes,No,No
6578,Yes,Employed Part Time,3/18/2017,Yes,No,No
6579,Yes,Employed Full Time,2/1/2017,Yes,No,Yes
6580,Yes,Employed Part Time,7/28/2017,,No,No
6581,Yes,Employed Full Time,8/15/2017,,No,No
6582,Yes,Not employed,,,No,No
6583,Yes,Employed Part Time,6/23/2017,,No,No
6584,Yes,Not employed,,,No,No
6585,Yes,Employed Part Time,8/1/2017,,No,No
6586,Yes,Not employed,,,No,No
6587,Yes,Employed Part Time,6/14/2017,,No,No
6588,Yes,Not employed,,,No,No
6589,Yes,Employed Full Time,9/1/2017,,No,No
6590,Yes,Not employed,,,No,No
6591,Yes,Employed Full Time,8/2/2017,,No,No
6592,Yes,Employed Part Time,9/15/2017,,No,No
6593,Yes,Not employed,,,No,No
6594,Yes,Employed Part Time,6/1/2017,,No,No
6595,Yes,Not employed,,,No,No
6596,Yes,Employed Part Time,7/18/2017,,No,No
6597,Yes,Employed Full Time,8/4/2017,,No,No
6598,Yes,,,,No,No
6599,Yes,Employed Full Time,9/18/2017,Yes,No,No
6600,Yes,Employed Full Time,8/16/2017,Yes,No,No
6601,Yes,,,,No,No
6602,Yes,,,,Yes,No
6603,Yes,,,,No,No
6604,Yes,,,,No,No
6605,Yes,Employed Full Time,2/21/2017,Yes,No,No
6606,Yes,Employed Part Time,7/19/2017,Yes,No,No
6607,Yes,Employed Full Time,3/12/2017,Yes,No,No
6608,Yes,Employed Full Time,8/31/2017,Yes,No,No
6609,Yes,Employed Full Time,2/16/2016,Yes,No,No
6610,Yes,,,No,No,No
6611,Yes,,,No,No,No
6612,Yes,Employed Part Time,2/1/2018,No,No,No
6613,Yes,Employed Part Time,1/25/2018,No,No,No
6614,Yes,Employed Full Time,10/1/2017,Yes,No,No
6615,Yes,Employed Full Time,1/15/2017,Yes,No,No
6616,Yes,Employed Full Time,2/1/2018,Yes,No,No
6617,Yes,,,No,No,No
6618,Yes,Employed Full Time,3/22/2018,Yes,No,No
6619,Yes,Employed Part Time,5/17/2018,Yes,No,No
6620,Yes,Not employed,,No,No,No
6621,Yes,Not employed,,No,No,No
6622,Yes,Not employed,,No,No,No
6623,Yes,Employed Part Time,6/4/2018,Yes,No,No
6624,Yes,Employed Full Time,3/1/2018,Yes,Yes,No
6625,Yes,Not employed,,No,No,No
6626,Yes,Not employed,,No,No,No
6627,Yes,Not employed,,No,No,No
6628,Yes,Employed Part Time,8/1/2018,No,No,No
6629,No,Employed Part Time,8/20/2017,Yes,Yes,No
6630,Yes,Employed Part Time,3/1/2018,Yes,No,No
6631,Yes,Not employed,,No,No,Yes
6632,Yes,Employed Part Time,4/12/2018,Yes,Yes,No
6633,No,Not employed,,No,No,No
6634,No,Not employed,,No,Yes,No
6635,Yes,Employed Full Time,5/1/2018,Yes,No,No
6636,No,Not employed,,No,No,No
6637,No,Not employed,,No,No,No
6638,Yes,Not employed,,No,No,No
6639,,Not employed,,,,
6640,,Not employed,,,,
6641,,Employed Full Time,7/17/2018,,,
6642,,Not employed,,,,
6643,,Employed Full Time,7/1/2018,,,
6644,,Not employed,,,,
6645,,Employed Full Time,10/22/2018,,,
6646,Yes,Employed Full Time,8/13/2018,,,
6647,,Not employed,,,,
6648,,Employed Full Time,3/1/2018,,,
6649,,Employed Full Time,6/15/2008,,,
6650,,Employed Part Time,10/2/2017,,,
6651,,Employed Part Time,10/1/2018,,,
6652,,Employed Full Time,10/15/2015,,,
6653,,Not employed,,,,
6654,,Employed Full Time,5/10/2002,,,
6655,,Employed Full Time,3/1/2015,,,
6656,,Employed Full Time,7/10/2014,,,
6657,,Employed Part Time,11/1/2016,,,
6658,,Employed Full Time,2/6/2002,,,
6659,,Employed Full Time,8/1/2015,,,
6660,,Employed Full Time,10/23/2018,,,
6661,,Not employed,,,,
6662,,Employed Full Time,12/31/2013,,,
6663,,Not employed,,,,
6664,,Employed Full Time,11/19/2017,,,
6665,,Not employed,,,,
6666,,Not employed,,,,
6667,Yes,Not employed,,,,
6668,,Employed Full Time,3/1/2015,,,
6669,,Not employed,,,,
6670,,Employed Part Time,3/1/2018,,,
6671,,Employed Full Time,11/10/2016,,,
6672,,Employed Full Time,5/1/2016,,,
6673,,Not employed,,,,
6674,Yes,Employed Full Time,7/15/2015,,,
6675,,Not employed,,,,
6676,,Employed Full Time,9/19/2018,,,
6677,,Not employed,,,,
6678,,Employed Full Time,10/1/1988,,,
6679,Yes,Employed Full Time,1/4/2019,Yes,No,
6680,Yes,Employed Full Time,1/4/2019,Yes,No,
6681,Yes,Employed Full Time,6/1/2017,Yes,No,
6682,Yes,Employed Full Time,11/13/2018,Yes,No,
6683,Yes,Employed Full Time,5/1/2018,Yes,No,
6684,Yes,Employed Full Time,1/7/2019,Yes,No,
6685,Yes,Not employed,,,,
6686,Yes,Employed Full Time,7/23/2018,Yes,No,
6687,Yes,Employed Full Time,3/24/2013,Yes,No,
6688,Yes,Employed Full Time,1/1/2010,Yes,No,
6689,Yes,Not employed,,,,
6690,Yes,Employed Full Time,5/3/2017,Yes,No,
6691,Yes,Employed Full Time,6/24/2014,,No,No
6692,Yes,Not employed,,,,
6693,Yes,Not employed,,,Yes,Yes
6694,Yes,Employed Full Time,8/2/2018,,Yes,Yes
6695,No,Employed Full Time,6/16/2018,,No,No
6696,Yes,Not employed,,,No,No
6697,No,Employed Part Time,8/1/2017,,No,No
6698,No,Employed Full Time,1/1/2018,,No,No
6699,Yes,Not employed,,,No,No
6700,Yes,Not employed,,,No,No
6701,Yes,Employed Part Time,10/10/2018,,No,No
6702,No,Employed Full Time,10/1/2017,Yes,No,No
6703,No,Employed Full Time,2/5/2018,Yes,No,No
6704,Yes,Employed Full Time,12/6/2018,,Yes,No
6705,Yes,Employed Part Time,12/7/2018,,,
6706,,Employed Part Time,12/1/2018,,,
6707,,Employed Full Time,2/30/2018,,,
6708,No,Employed Full Time,7/9/2018,Yes,No,No
6709,Yes,Employed Full Time,8/22/2018,,,
6710,Yes,Employed Full Time,10/2/2016,,,
6711,,Employed Part Time,6/1/2018,,,
6712,Yes,Employed Full Time,10/24/2018,,Yes,Yes
6713,,Not employed,,,No,No
6714,No,Employed Full Time,6/20/2016,,No,No
6715,Yes,Employed Full Time,12/10/2018,Yes,Yes,
6716,,Employed Part Time,9/22/2016,,No,No
6717,Yes,Employed Full Time,12/26/2018,,,
6718,Yes,Employed Full Time,12/1/2018,,,
6719,,Employed Full Time,1/1/2018,,No,No
6720,,Not employed,,,Yes,Yes
6721,Yes,Employed Full Time,6/1/2017,,No,No
6722,Yes,Employed Full Time,5/1/2013,,,
6723,,Employed Full Time,7/18/2018,,,
6724,Yes,Employed Full Time,1/1/2017,,,
6725,Yes,Employed Full Time,10/15/2018,,,
6726,Yes,Employed Full Time,3/1/2017,,,
6727,Yes,Employed Full Time,10/17/2018,,,
6728,Yes,Employed Full Time,11/5/2018,,,
6729,Yes,Employed Full Time,11/13/2018,,,
6730,Yes,Employed Full Time,4/1/2018,,,
6731,,Employed Full Time,12/11/2017,,,
6732,Yes,Employed Full Time,8/1/2013,,,
6733,Yes,Employed Part Time,1/1/2018,,,
6734,Yes,Employed Part Time,3/1/2018,,,
6735,Yes,Employed Part Time,1/1/2018,,,
6736,Yes,Employed Part Time,1/1/2018,,,
6737,Yes,Not employed,,,,
6738,Yes,Employed Part Time,6/1/2018,,,
6739,Yes,Employed Part Time,10/1/2017,,,
6740,Yes,Employed Part Time,1/1/2018,,,
6741,Yes,Employed Part Time,1/1/2005,,,
6742,Yes,Employed Part Time,5/1/2011,,,
6743,Yes,Employed Part Time,9/1/2014,,,
6744,Yes,Employed Part Time,9/1/2017,,,
6745,Yes,Employed Part Time,6/1/2018,,,
6746,Yes,Employed Part Time,3/28/2017,,,
6747,Yes,Employed Part Time,12/12/2018,,,
6748,Yes,Not employed,,,,
6749,Yes,Not employed,,,,
6750,Yes,Not employed,,,,
6751,Yes,Not employed,,,,
6752,Yes,Not employed,,,,
6753,Yes,Not employed,,,,
6754,Yes,Not employed,,,,
6755,Yes,Not employed,,,,
6756,Yes,Not employed,,,,
6757,Yes,Not employed,,,,
6758,Yes,Not employed,,,,
6759,,Not employed,,,,
6760,Yes,Not employed,,,,
6761,Yes,Not employed,,,,
6762,Yes,Not employed,,,,
6763,Yes,Not employed,,,,
6764,Yes,Not employed,,,,
6765,Yes,Not employed,,,,
6766,Yes,Not employed,,,,
6767,Yes,Not employed,,,,
6768,Yes,Not employed,,,,
6769,Yes,Not employed,,,,
6770,Yes,Not employed,,,,
6771,Yes,Not employed,,,,
6772,Yes,Not employed,,,,
6773,Yes,Not employed,,,,
6774,Yes,Not employed,,,,
6775,Yes,Not employed,,,,
6776,Yes,Not employed,,,,
6777,Yes,Not employed,,,,
6778,Yes,Not employed,,,,
6779,Yes,Not employed,,,,
6780,Yes,Not employed,,,,
6781,Yes,Not employed,,,,
6782,Yes,Not employed,,,,
6783,Yes,Not employed,,,,
6784,Yes,Not employed,,,,
6785,Yes,Not employed,,,,
6786,Yes,Not employed,,,,
6787,Yes,Not employed,,,,
6788,Yes,Not employed,,,,
6789,Yes,Not employed,,,,
6790,Yes,Not employed,,,,
6791,Yes,Not employed,,,,
6792,Yes,Not employed,,,,
6793,Yes,Not employed,,,,
6794,Yes,Not employed,,,,
6795,Yes,Not employed,,,,
6796,Yes,Not employed,,,,
6797,Yes,Not employed,,,,
6798,Yes,Not employed,,,,
6799,Yes,Not employed,,,,
6800,Yes,Not employed,,,,
6801,Yes,Not employed,,,,
6802,Yes,Not employed,,,,
6803,Yes,Not employed,,,,
6804,Yes,Not employed,,,,
6805,Yes,Not employed,,,,
6806,Yes,Not employed,,,,
6807,Yes,Not employed,,,,
6808,Yes,Not employed,,,,
6809,Yes,Not employed,,,,
6810,Yes,Not employed,,,,
6811,Yes,Not employed,,,,
6812,Yes,Not employed,,,,
6813,Yes,Not employed,,,,
6814,Yes,Not employed,,,,
6815,Yes,Not employed,,,,
6816,Yes,Not employed,,,,
6817,Yes,Not employed,,,,
6818,Yes,Not employed,,,,
6819,Yes,Not employed,,,,
6820,Yes,Not employed,,,,
6821,Yes,Not employed,,,,
6822,Yes,Not employed,,,,
6823,Yes,Not employed,,,,
6824,Yes,Not employed,,,,
6825,Yes,Not employed,,,,
6826,Yes,Not employed,,,,
6827,Yes,Not employed,,,,
6828,Yes,Not employed,,,,
6829,Yes,Not employed,,,,
6830,,Employed Full Time,9/1/2018,,,
6831,Yes,Employed Full Time,10/22/2018,,,
6832,Yes,Not employed,,,,
6833,Yes,Employed Part Time,4/1/2017,,,
6834,Yes,Employed Part Time,6/1/2018,,,
6835,Yes,Employed Part Time,11/1/2018,,,
6836,Yes,Employed Part Time,5/1/2016,,,
6837,Yes,Employed Part Time,10/19/2018,,,
6838,Yes,Not employed,,,,
6839,,Not employed,,,,
6840,Yes,Not employed,,,,
6841,Yes,Not employed,,,,
6842,Yes,Not employed,,,,
6843,,Not employed,,,,
6844,Yes,Not employed,,,,
6845,Yes,Not employed,,,,
6846,Yes,Not employed,,,,
6847,Yes,Not employed,,,,
6848,Yes,Not employed,,,,
6849,Yes,Not employed,,,,
6850,Yes,Not employed,,,,
6851,Yes,Not employed,,,,
6852,Yes,Not employed,,,,
6853,No,Not employed,,No,No,No
6854,Yes,Employed Full Time,1/18/2018,Yes,No,No
6855,No,Employed Full Time,1/1/2018,Yes,No,No
6856,No,Employed Part Time,10/15/2018,Yes,No,No
6857,Yes,Employed Full Time,9/1/2015,Yes,No,No
6858,Yes,Employed Full Time,9/12/2018,Yes,No,No
6859,Yes,Employed Full Time,8/11/2014,Yes,No,No
6860,No,Employed Full Time,5/1/2017,Yes,No,No
6861,Yes,Employed Full Time,6/22/2016,Yes,Yes,Yes
6862,Yes,Employed Full Time,11/5/2018,Yes,No,No
6863,Yes,Employed Part Time,11/13/2018,No,No,No
6864,No,Not employed,,No,No,No
6865,No,Employed Full Time,4/1/2013,Yes,No,No
6866,No,Not employed,,No,No,No
6867,Yes,Not employed,,No,No,No
6868,No,Employed Full Time,1/2/2010,Yes,No,No
6869,No,Employed Part Time,1/1/2007,Yes,No,No
6870,No,Not employed,,No,No,No
6871,Yes,Not employed,,No,No,No
6872,No,Not employed,,No,No,No
6873,No,Not employed,,No,No,No
6874,Yes,Not employed,,No,No,No
6875,Yes,Employed Full Time,11/1/2017,Yes,No,No
6876,No,Employed Full Time,10/1/2018,No,No,No
6877,Yes,Not employed,,No,No,No
6878,No,Employed Full Time,10/1/2017,Yes,No,No
6879,No,Employed Part Time,6/13/2018,Yes,No,No
6880,No,Employed Full Time,9/1/2018,Yes,No,No
6881,No,Employed Full Time,11/1/2018,No,No,No
6882,No,Employed Full Time,12/1/2018,No,No,No
6883,No,Not employed,,No,No,No
6884,Yes,Employed Full Time,6/1/2018,Yes,No,No
6885,No,Employed Full Time,12/15/2007,Yes,No,No
6886,Yes,Employed Full Time,8/1/2018,Yes,No,No
6887,No,Employed Full Time,12/1/2018,No,No,No
6888,Yes,Not employed,,No,No,No
6889,Yes,Employed Full Time,9/1/2016,Yes,No,No
6890,Yes,Employed Part Time,11/4/2018,Yes,No,No
6891,Yes,Not employed,,,,
6892,Yes,Employed Part Time,10/1/2018,,,
6893,Yes,Employed Part Time,10/20/2017,,,
6894,Yes,Not employed,,,,
6895,Yes,Not employed,,,,
6896,Yes,Not employed,,,,
6897,Yes,Employed Full Time,9/8/2018,,Yes,
6898,,Not employed,,,,
6899,Yes,Not employed,,,,
6900,Yes,Employed Full Time,11/12/2018,,,
6901,Yes,Not employed,,,,
6902,Yes,Not employed,,,,
6903,Yes,Employed Part Time,4/2/2018,,Yes,
6904,Yes,Not employed,,,,
6905,Yes,Not employed,,,,
6906,Yes,Employed Part Time,5/4/2018,,,
6907,Yes,Not employed,,,,
6908,Yes,Not employed,,,,
6909,,Not employed,,,,
6910,,Not employed,,,,
6911,Yes,Not employed,,,,
6912,Yes,Not employed,,,,
6913,Yes,Employed Full Time,8/23/2018,,,
6914,Yes,Employed Full Time,3/27/2001,,,
6915,Yes,Not employed,,,Yes,
6916,Yes,Employed Full Time,9/13/2018,,Yes,
6917,Yes,Employed Part Time,8/1/2016,,,
6918,,Not employed,,,,
6919,Yes,Not employed,,,,
6920,Yes,Employed Full Time,9/17/2018,,Yes,
6921,Yes,Not employed,,,,
6922,Yes,Not employed,,,Yes,
6923,Yes,Not employed,,,,
6924,,Not employed,,,,
6925,Yes,Not employed,,,,
6926,,Employed Part Time,10/2/2018,,,
6927,Yes,Not employed,,,,
6928,Yes,Employed Full Time,4/1/2014,,,
6929,Yes,Employed Full Time,9/1/2018,,,
6930,Yes,Not employed,,,,
6931,Yes,Employed Part Time,9/3/2018,,,
6932,Yes,Not employed,,,Yes,
6933,Yes,Not employed,,,,
6934,,Employed Part Time,9/18/2018,,,
6935,Yes,Not employed,,,,
6936,,Employed Full Time,12/1/2018,,,
6937,Yes,Not employed,,,,
6938,Yes,Employed Part Time,9/15/2018,,,
6939,Yes,Not employed,,,,
6940,Yes,Not employed,,,,
6941,Yes,Not employed,,,,
6942,Yes,Not employed,,,,
6943,Yes,Not employed,,,,
6944,Yes,Employed Part Time,5/12/2018,,,
6945,Yes,Not employed,,,,
6946,Yes,Not employed,,,Yes,Yes
6947,,Employed Full Time,11/12/2018,,,
6948,Yes,Not employed,,,,
6949,Yes,Not employed,,,,
6950,Yes,Not employed,,,,
6951,,Not employed,,,,
6952,Yes,Employed Part Time,9/12/2017,,,
6953,Yes,Not employed,,,,
6954,Yes,Employed Part Time,8/25/2018,,,
6955,Yes,Not employed,,,Yes,Yes
6956,Yes,Not employed,,,Yes,Yes
6957,Yes,Not employed,,,,
6958,,Employed Full Time,9/26/2018,,,
6959,Yes,Employed Full Time,7/31/2018,,Yes,
6960,,Employed Part Time,11/3/2018,,,
6961,Yes,Employed Full Time,8/1/2015,,Yes,
6962,,Employed Full Time,2/7/2018,,,
6963,Yes,Not employed,,,,
6964,Yes,Employed Part Time,8/1/2018,,Yes,
6965,Yes,Employed Full Time,11/1/2018,Yes,No,No
6966,Yes,Employed Part Time,6/1/2018,Yes,No,No
6967,Yes,Not employed,,No,No,No
6968,No,Employed Full Time,2/1/2011,Yes,No,No
6969,No,Employed Part Time,12/6/2018,Yes,No,No
6970,Yes,Not employed,,No,No,No
6971,Yes,Not employed,,No,No,No
6972,Yes,Not employed,,No,No,No
6973,No,Employed Part Time,12/18/2018,Yes,No,No
6974,No,Employed Part Time,6/15/2017,Yes,No,No
6975,Yes,Not employed,,,Yes,Yes
6976,Yes,Not employed,,,No,No
6977,Yes,Not employed,,,No,No
6978,Yes,Employed Part Time,11/12/2018,Yes,No,No
6979,Yes,Not employed,,,Yes,Yes
6980,Yes,Not employed,,,Yes,Yes
6981,Yes,Not employed,,,No,No
6982,Yes,Employed Part Time,11/12/2018,No,No,No
6983,Yes,Not employed,,,No,No
6984,Yes,Not employed,,,No,No
6985,Yes,Employed Part Time,10/22/2018,No,No,No
6986,Yes,Not employed,,,Yes,Yes
6987,Yes,Not employed,,,Yes,Yes
6988,Yes,Employed Full Time,12/3/2018,No,Yes,Yes
6989,Yes,Employed Full Time,12/17/2018,No,Yes,Yes
6990,Yes,Employed Full Time,12/6/2018,No,Yes,Yes
6991,Yes,Not employed,,,Yes,Yes
6992,Yes,Not employed,,,No,No
6993,Yes,Not employed,,,Yes,Yes
6994,Yes,Not employed,,,Yes,Yes
6995,Yes,Not employed,,,Yes,Yes
6996,Yes,Employed Full Time,12/7/2018,No,Yes,Yes
6997,Yes,Not employed,,,Yes,Yes
6998,Yes,Employed Full Time,12/6/2018,No,Yes,Yes
6999,Yes,Not employed,,,No,No
7000,Yes,Employed Part Time,12/11/2018,No,Yes,Yes
7001,Yes,Not employed,,,Yes,Yes
7002,Yes,Employed Part Time,5/1/2018,Yes,Yes,Yes
7003,Yes,Not employed,,,Yes,Yes
7004,Yes,Not employed,,,Yes,Yes
7005,Yes,Not employed,,,No,No
7006,Yes,Not employed,,,Yes,Yes
7007,Yes,Not employed,,,Yes,Yes
7008,Yes,Not employed,,,Yes,Yes
7009,Yes,Not employed,,,Yes,No
7010,No,Not employed,,,No,No
7011,No,Not employed,,,No,No
7012,Yes,Not employed,,,No,No
7013,Yes,Employed Part Time,8/1/2015,Yes,No,No
7014,No,Not employed,,,No,No
7015,No,Employed Full Time,12/15/2014,Yes,No,No
7016,No,Employed Full Time,5/22/2015,Yes,No,No
7017,No,Employed Full Time,5/11/2015,Yes,No,No
7018,No,Not employed,,,No,No
7019,No,Employed Full Time,9/23/2015,No,No,No
7020,No,Not employed,,,No,No
7021,No,Not employed,,,No,No
7022,No,Employed Full Time,12/15/2014,Yes,No,No
7023,No,Employed Full Time,5/22/2015,Yes,No,No
7024,No,Not employed,,,No,No
7025,No,Not employed,,,No,No
7026,No,Employed Full Time,12/15/2014,Yes,No,No
7027,No,Employed Full Time,2/2/2015,Yes,No,No
7028,No,Employed Full Time,9/7/2015,No,No,No
7029,No,Employed Full Time,12/8/2014,Yes,No,No
7030,No,Employed Full Time,12/15/2014,Yes,No,No
7031,Yes,Not employed,,,No,No
7032,No,Employed Full Time,7/7/2015,No,No,No
7033,No,Employed Full Time,5/26/2015,Yes,No,No
7034,No,Not employed,,,No,No
7035,No,Not employed,,,No,No
7036,No,Employed Full Time,5/4/2015,Yes,No,No
7037,No,Employed Full Time,5/27/2015,Yes,No,No
7038,No,Not employed,,,No,No
7039,No,Employed Full Time,5/12/2015,Yes,No,No
7040,No,Not employed,,,No,No
7041,No,Employed Full Time,8/24/2015,Yes,No,No
7042,No,Employed Full Time,4/27/2015,Yes,No,No
7043,No,Employed Part Time,5/4/2015,Yes,No,No
7044,No,Not employed,,,No,No
7045,No,Employed Full Time,6/22/2015,Yes,No,No
7046,No,Employed Part Time,5/20/2015,Yes,No,No
7047,No,Employed Full Time,5/11/2015,Yes,No,No
7048,No,Employed Full Time,7/20/2015,No,No,No
7049,Yes,Not employed,,,No,No
7050,Yes,Employed Full Time,8/18/2015,No,No,No
7051,Yes,Employed Full Time,8/18/2015,No,Yes,Yes
7052,No,Employed Part Time,9/14/2015,No,Yes,Yes
7053,Yes,Not employed,,,No,No
7054,Yes,Not employed,,,Yes,No
7055,Yes,Not employed,,,Yes,No
7056,No,Not employed,,,Yes,No
7057,Yes,Not employed,,,Yes,No
7058,No,Not employed,,,Yes,No
7059,Yes,Not employed,,,Yes,No
7060,Yes,Not employed,,,Yes,No
7061,Yes,Not employed,,,Yes,No
7062,Yes,Not employed,,,Yes,No
7063,Yes,Not employed,,,Yes,No
7064,Yes,Not employed,,,Yes,No
7065,Yes,Not employed,,,Yes,No
7066,Yes,Not employed,,,,
7067,Yes,Employed Full Time,4/17/2015,Yes,Yes,Yes
7068,Yes,Employed Full Time,5/14/2015,Yes,,
7069,Yes,Employed Full Time,12/4/2014,Yes,,
7070,Yes,Not employed,,,Yes,
7071,Yes,Employed Full Time,8/19/2015,Yes,Yes,Yes
7072,Yes,Not employed,,,,
7073,Yes,Not employed,,,,
7074,Yes,Not employed,,,Yes,Yes
7075,Yes,Employed Full Time,7/26/2015,Yes,,
7076,Yes,Not employed,,,,
7077,Yes,Employed Full Time,10/1/2015,Yes,,
7078,Yes,Not employed,,,,
7079,Yes,Employed Full Time,7/6/2015,Yes,,
7080,Yes,Not employed,,,,
7081,Yes,Employed Full Time,2/9/2015,Yes,Yes,Yes
7082,Yes,Employed Full Time,4/27/2015,Yes,,
7083,Yes,Not employed,,,,
7084,Yes,Employed Full Time,7/6/2015,Yes,,
7085,Yes,Not employed,,,,
7086,Yes,Employed Full Time,5/14/2015,Yes,,
7087,Yes,Employed Full Time,4/20/2015,Yes,,
7088,Yes,Employed Full Time,7/29/2015,Yes,Yes,Yes
7089,Yes,Employed Full Time,6/1/2015,Yes,,
7090,Yes,Employed Full Time,4/20/2015,Yes,,
7091,Yes,Employed Full Time,2/5/2015,Yes,,
7092,Yes,Employed Full Time,5/28/2015,Yes,,
7093,Yes,Not employed,,,,
7094,Yes,Not employed,,,,
7095,Yes,Not employed,,,,
7096,Yes,Employed Full Time,4/1/2015,Yes,Yes,Yes
7097,Yes,Employed Full Time,7/20/2015,Yes,,
7098,Yes,Employed Full Time,2/28/2015,Yes,,
7099,Yes,,,,Yes,
7100,Yes,,,,Yes,
7101,Yes,,,,Yes,
7102,Yes,,,,Yes,Yes
7103,Yes,Employed Part Time,9/22/2015,,Yes,Yes
7104,Yes,Employed Part Time,8/1/2015,,Yes,Yes
7105,Yes,,,,Yes,
7106,Yes,,,,Yes,Yes
7107,Yes,Employed Part Time,7/27/2015,,,
7108,Yes,,,,Yes,Yes
7109,Yes,,,,Yes,
7110,Yes,,,,Yes,
7111,Yes,,,,Yes,
7112,Yes,,,,Yes,
7113,No,,,No,No,No
7114,No,,,No,No,No
7115,No,,,No,No,No
7116,No,,,No,No,No
7117,No,,,No,No,No
7118,Yes,Employed Full Time,10/19/2015,Yes,Yes,Yes
7119,No,,,No,No,No
7120,No,,,No,No,No
7121,Yes,Employed Part Time,10/26/2015,Yes,No,No
7122,No,,,No,No,No
7123,No,,,No,No,No
7124,No,,,No,No,No
7125,No,,,No,No,No
7126,No,,,No,No,No
7127,Yes,Employed Full Time,12/14/2015,Yes,Yes,Yes
7128,No,,,No,No,No
7129,No,,,No,No,No
7130,No,,,No,No,No
7131,No,,,No,No,No
7132,No,,,No,No,No
7133,No,,,No,No,No
7134,Yes,Employed Full Time,9/10/2015,Yes,Yes,Yes
7135,No,,,No,No,No
7136,No,,,No,No,No
7137,No,,,No,No,No
7138,No,,,No,No,No
7139,No,,,No,No,No
7140,No,,,No,No,No
7141,No,,,No,No,No
7142,Yes,,,No,No,No
7143,Yes,,,No,Yes,Yes
7144,Yes,Not employed,,No,Yes,Yes
7145,No,,,No,No,No
7146,No,,,No,No,No
7147,No,,,No,No,No
7148,Yes,Employed Full Time,,No,Yes,Yes
7149,No,,,No,No,No
7150,No,,,No,No,No
7151,No,,,No,No,No
7152,No,,,No,No,No
7153,No,,,No,No,No
7154,No,,,No,No,No
7155,No,,,No,No,No
7156,No,,,No,No,No
7157,Yes,,8/10/2015,Yes,Yes,Yes
7158,Yes,Not employed,8/31/2015,No,Yes,Yes
7159,Yes,Employed Part Time,9/8/2015,Yes,Yes,Yes
7160,Yes,Employed Full Time,9/1/2015,Yes,Yes,Yes
7161,Yes,Not employed,,No,Yes,Yes
7162,Yes,Employed Full Time,8/5/2015,Yes,Yes,Yes
7163,Yes,Not employed,9/8/2015,No,Yes,Yes
7164,No,,,No,No,No
7165,No,,,No,No,No
7166,No,,,No,No,No
7167,No,,,No,No,No
7168,Yes,Employed Full Time,9/28/2015,Yes,Yes,Yes
7169,Yes,,,No,No,No
7170,No,,,No,No,No
7171,No,,,No,No,No
7172,Yes,,,No,Yes,Yes
7173,No,,,No,No,No
7174,No,,,No,No,No
7175,Yes,Not employed,,No,Yes,Yes
7176,Yes,Not employed,,No,Yes,Yes
7177,Yes,Employed Full Time,9/8/2015,Yes,Yes,Yes
7178,Yes,Employed Full Time,9/1/2015,Yes,Yes,Yes
7179,No,,,No,No,No
7180,No,,,No,No,No
7181,No,,,No,No,No
7182,Yes,Employed Full Time,10/26/2015,No,Yes,Yes
